split,image_path,image_name,image_stem,image_ext,exists,label_path,label_exists,width_px,height_px,channels,megapixels,aspect_ratio_image,file_size_kb,image_ok,image_error,box_count,has_objects,audit_errors
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-14-img-1.jpg,BG-14-img-1.jpg,BG-14-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-14-img-1.txt,True,2048,2048,3,4.194304,1.0,294.849609375,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-15-img-1.jpg,BG-15-img-1.jpg,BG-15-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-15-img-1.txt,True,2048,2048,3,4.194304,1.0,184.20703125,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-16-img-1.jpg,BG-16-img-1.jpg,BG-16-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-16-img-1.txt,True,2048,2048,3,4.194304,1.0,202.64453125,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-17-img-1.jpg,BG-17-img-1.jpg,BG-17-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-17-img-1.txt,True,2048,2048,3,4.194304,1.0,146.8125,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-19-img-1.jpg,BG-19-img-1.jpg,BG-19-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-19-img-1.txt,True,2048,2048,3,4.194304,1.0,181.0458984375,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-2-img-3.jpg,BG-2-img-3.jpg,BG-2-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-2-img-3.txt,True,2048,2048,3,4.194304,1.0,916.798828125,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-20-img-2.jpg,BG-20-img-2.jpg,BG-20-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-20-img-2.txt,True,2048,2048,3,4.194304,1.0,152.03515625,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-21-img-2.jpg,BG-21-img-2.jpg,BG-21-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-21-img-2.txt,True,2048,2048,3,4.194304,1.0,646.9853515625,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-21-img-3.jpg,BG-21-img-3.jpg,BG-21-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-21-img-3.txt,True,2048,2048,3,4.194304,1.0,590.08984375,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-22-img-2.jpg,BG-22-img-2.jpg,BG-22-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-22-img-2.txt,True,2048,2048,3,4.194304,1.0,754.6357421875,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-22-img-3.jpg,BG-22-img-3.jpg,BG-22-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-22-img-3.txt,True,2048,2048,3,4.194304,1.0,731.2998046875,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-23-img-1.jpg,BG-23-img-1.jpg,BG-23-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-23-img-1.txt,True,2048,2048,3,4.194304,1.0,969.107421875,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-23-img-3.jpg,BG-23-img-3.jpg,BG-23-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-23-img-3.txt,True,2048,2048,3,4.194304,1.0,806.9697265625,True,,3,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-24-img-1.jpg,BG-24-img-1.jpg,BG-24-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-24-img-1.txt,True,2048,2048,3,4.194304,1.0,421.7470703125,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-24-img-2.jpg,BG-24-img-2.jpg,BG-24-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-24-img-2.txt,True,2048,2048,3,4.194304,1.0,569.9619140625,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-25-img-2.jpg,BG-25-img-2.jpg,BG-25-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-25-img-2.txt,True,2048,2048,3,4.194304,1.0,986.0380859375,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-25-img-3.jpg,BG-25-img-3.jpg,BG-25-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-25-img-3.txt,True,2048,2048,3,4.194304,1.0,862.3486328125,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-26-img-1.jpg,BG-26-img-1.jpg,BG-26-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-26-img-1.txt,True,2048,2048,3,4.194304,1.0,167.10546875,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-27-img-1.jpg,BG-27-img-1.jpg,BG-27-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-27-img-1.txt,True,2048,2048,3,4.194304,1.0,229.734375,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-27-img-2.jpg,BG-27-img-2.jpg,BG-27-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-27-img-2.txt,True,2048,2048,3,4.194304,1.0,239.1396484375,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-27-img-3.jpg,BG-27-img-3.jpg,BG-27-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-27-img-3.txt,True,2048,2048,3,4.194304,1.0,216.8828125,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-28-img-1.jpg,BG-28-img-1.jpg,BG-28-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-28-img-1.txt,True,2048,2048,3,4.194304,1.0,202.3583984375,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-28-img-2.jpg,BG-28-img-2.jpg,BG-28-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-28-img-2.txt,True,2048,2048,3,4.194304,1.0,170.09375,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-29-img-3.jpg,BG-29-img-3.jpg,BG-29-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-29-img-3.txt,True,2048,2048,3,4.194304,1.0,160.76171875,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-3-img-1.jpg,BG-3-img-1.jpg,BG-3-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-3-img-1.txt,True,2048,2048,3,4.194304,1.0,208.9169921875,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-3-img-2.jpg,BG-3-img-2.jpg,BG-3-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-3-img-2.txt,True,2048,2048,3,4.194304,1.0,202.9443359375,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-3-img-3.jpg,BG-3-img-3.jpg,BG-3-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-3-img-3.txt,True,2048,2048,3,4.194304,1.0,200.736328125,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-31-img-1.jpg,BG-31-img-1.jpg,BG-31-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-31-img-1.txt,True,2048,2048,3,4.194304,1.0,213.7353515625,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-31-img-3.jpg,BG-31-img-3.jpg,BG-31-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-31-img-3.txt,True,2048,2048,3,4.194304,1.0,223.9912109375,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-32-img-1.jpg,BG-32-img-1.jpg,BG-32-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-32-img-1.txt,True,2048,2048,3,4.194304,1.0,174.9921875,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-33-img-1.jpg,BG-33-img-1.jpg,BG-33-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-33-img-1.txt,True,2048,2048,3,4.194304,1.0,177.0283203125,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-34-img-1.jpg,BG-34-img-1.jpg,BG-34-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-34-img-1.txt,True,2048,2048,3,4.194304,1.0,182.2958984375,True,,3,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-34-img-2.jpg,BG-34-img-2.jpg,BG-34-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-34-img-2.txt,True,2048,2048,3,4.194304,1.0,209.4423828125,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-34-img-3.jpg,BG-34-img-3.jpg,BG-34-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-34-img-3.txt,True,2048,2048,3,4.194304,1.0,216.013671875,True,,3,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-35-img-2.jpg,BG-35-img-2.jpg,BG-35-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-35-img-2.txt,True,2048,2048,3,4.194304,1.0,171.2880859375,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-35-img-3.jpg,BG-35-img-3.jpg,BG-35-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-35-img-3.txt,True,2048,2048,3,4.194304,1.0,170.572265625,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-36-img-3.jpg,BG-36-img-3.jpg,BG-36-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-36-img-3.txt,True,2048,2048,3,4.194304,1.0,130.9736328125,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-37-img-1.jpg,BG-37-img-1.jpg,BG-37-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-37-img-1.txt,True,2048,2048,3,4.194304,1.0,172.7294921875,True,,3,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-37-img-2.jpg,BG-37-img-2.jpg,BG-37-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-37-img-2.txt,True,2048,2048,3,4.194304,1.0,243.443359375,True,,3,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-38-img-1.jpg,BG-38-img-1.jpg,BG-38-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-38-img-1.txt,True,2048,2048,3,4.194304,1.0,222.177734375,True,,4,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-38-img-2.jpg,BG-38-img-2.jpg,BG-38-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-38-img-2.txt,True,2048,2048,3,4.194304,1.0,244.099609375,True,,3,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-38-img-3.jpg,BG-38-img-3.jpg,BG-38-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-38-img-3.txt,True,2048,2048,3,4.194304,1.0,222.6162109375,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-39-img-1.jpg,BG-39-img-1.jpg,BG-39-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-39-img-1.txt,True,2048,2048,3,4.194304,1.0,212.9150390625,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-39-img-2.jpg,BG-39-img-2.jpg,BG-39-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-39-img-2.txt,True,2048,2048,3,4.194304,1.0,211.9619140625,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-39-img-3.jpg,BG-39-img-3.jpg,BG-39-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-39-img-3.txt,True,2048,2048,3,4.194304,1.0,280.4013671875,True,,3,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-4-img-1.jpg,BG-4-img-1.jpg,BG-4-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-4-img-1.txt,True,2048,2048,3,4.194304,1.0,194.150390625,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-4-img-2.jpg,BG-4-img-2.jpg,BG-4-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-4-img-2.txt,True,2048,2048,3,4.194304,1.0,209.2744140625,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-4-img-3.jpg,BG-4-img-3.jpg,BG-4-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-4-img-3.txt,True,2048,2048,3,4.194304,1.0,247.375,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-40-img-1.jpg,BG-40-img-1.jpg,BG-40-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-40-img-1.txt,True,2048,2048,3,4.194304,1.0,249.2001953125,True,,5,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-41-img-2.jpg,BG-41-img-2.jpg,BG-41-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-41-img-2.txt,True,2048,2048,3,4.194304,1.0,226.9716796875,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-41-img-3.jpg,BG-41-img-3.jpg,BG-41-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-41-img-3.txt,True,2048,2048,3,4.194304,1.0,228.38671875,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-42-img-3.jpg,BG-42-img-3.jpg,BG-42-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-42-img-3.txt,True,2048,2048,3,4.194304,1.0,251.5498046875,True,,3,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-43-img-1.jpg,BG-43-img-1.jpg,BG-43-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-43-img-1.txt,True,2048,2048,3,4.194304,1.0,160.78125,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-43-img-2.jpg,BG-43-img-2.jpg,BG-43-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-43-img-2.txt,True,2048,2048,3,4.194304,1.0,193.5888671875,True,,2,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-44-img-2.jpg,BG-44-img-2.jpg,BG-44-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-44-img-2.txt,True,2048,2048,3,4.194304,1.0,222.2216796875,True,,3,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-44-img-3.jpg,BG-44-img-3.jpg,BG-44-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-44-img-3.txt,True,2048,2048,3,4.194304,1.0,240.7451171875,True,,3,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-45-img-1.jpg,BG-45-img-1.jpg,BG-45-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-45-img-1.txt,True,2048,2048,3,4.194304,1.0,176.7783203125,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-45-img-2.jpg,BG-45-img-2.jpg,BG-45-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-45-img-2.txt,True,2048,2048,3,4.194304,1.0,189.8154296875,True,,1,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-45-img-3.jpg,BG-45-img-3.jpg,BG-45-img-3,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-45-img-3.txt,True,2048,2048,3,4.194304,1.0,210.23046875,True,,3,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-46-img-1.jpg,BG-46-img-1.jpg,BG-46-img-1,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-46-img-1.txt,True,2048,2048,3,4.194304,1.0,162.18359375,True,,6,True,
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-46-img-2.jpg,BG-46-img-2.jpg,BG-46-img-2,.jpg,True,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-46-img-2.txt,True,2048,2048,3,4.194304,1.0,164.6611328125,True,,3,True,
