split,image_path,classes_present,num_classes_present,box_count
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-53-img-3.jpg,WSSV,1,44
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-58-img-2.jpg,WSSV,1,16
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-6-img-1.jpg,WSSV,1,10
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-61-img-3.jpg,WSSV,1,13
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-64-img-3.jpg,WSSV,1,21
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-67-img-1.jpg,WSSV,1,6
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-7-img-3.jpg,WSSV,1,1
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-70-img-1.jpg,WSSV,1,9
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-71-img-3.jpg,WSSV,1,7
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-77-img-1.jpg,WSSV,1,5
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-77-img-2.jpg,WSSV,1,6
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-79-img-3.jpg,WSSV,1,2
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-80-img-3.jpg,WSSV,1,6
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-83-img-1.jpg,WSSV,1,4
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-84-img-2.jpg,WSSV,1,8
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-84-img-3.jpg,WSSV,1,11
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-9-img-3.jpg,WSSV,1,7
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-91-img-1.jpg,WSSV,1,2
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-91-img-2.jpg,WSSV,1,4
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-92-img-1.jpg,WSSV,1,10
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-94-img-1.jpg,WSSV,1,5
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV-96-img-3.jpg,WSSV,1,11
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-1-img-1.jpg,BG+WSSV,2,8
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-2-img-1.jpg,BG+WSSV,2,9
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-24-img-1.jpg,BG+WSSV,2,27
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-25-img-3.jpg,BG+WSSV,2,6
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-27-img-1.jpg,BG+WSSV,2,14
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-33-img-2.jpg,BG+WSSV,2,10
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-34-img-1.jpg,BG+WSSV,2,7
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-34-img-2.jpg,BG+WSSV,2,5
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-34-img-3.jpg,BG+WSSV,2,8
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-35-img-2.jpg,BG+WSSV,2,8
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-36-img-3.jpg,BG+WSSV,2,7
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-37-img-1.jpg,BG+WSSV,2,5
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-41-img-1.jpg,BG+WSSV,2,7
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-43-img-1.jpg,BG+WSSV,2,8
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-43-img-2.jpg,BG+WSSV,2,7
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-45-img-1.jpg,BG+WSSV,2,9
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-46-img-2.jpg,BG+WSSV,2,6
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-51-img-3.jpg,BG+WSSV,2,14
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-57-img-1.jpg,BG+WSSV,2,13
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-57-img-2.jpg,BG+WSSV,2,11
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-58-img-3.jpg,BG+WSSV,2,14
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-6-img-1.jpg,BG+WSSV,2,8
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-62-img-1.jpg,BG+WSSV,2,10
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-62-img-3.jpg,BG+WSSV,2,9
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-66-img-1.jpg,BG+WSSV,2,9
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-67-img-1.jpg,BG+WSSV,2,10
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-68-img-1.jpg,BG+WSSV,2,14
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-69-img-3.jpg,BG+WSSV,2,11
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-70-img-3.jpg,BG+WSSV,2,15
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-73-img-1.jpg,BG+WSSV,2,12
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-76-img-2.jpg,BG+WSSV,2,14
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-80-img-1.jpg,BG+WSSV,2,19
test,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/test/WSSV_BG-81-img-1.jpg,BG+WSSV,2,9
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-1-img-1.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-1-img-3.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-10-img-1.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-10-img-2.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-10-img-3.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-12-img-1.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-12-img-2.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-13-img-1.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-13-img-2.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-13-img-3.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-14-img-1.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-15-img-1.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-16-img-1.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-17-img-1.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-19-img-1.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-2-img-3.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-20-img-2.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-21-img-2.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-21-img-3.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-22-img-2.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-22-img-3.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-23-img-1.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-23-img-3.jpg,BG,1,3
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-24-img-1.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-24-img-2.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-25-img-2.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-25-img-3.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-26-img-1.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-27-img-1.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-27-img-2.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-27-img-3.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-28-img-1.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-28-img-2.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-29-img-3.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-3-img-1.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-3-img-2.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-3-img-3.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-31-img-1.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-31-img-3.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-32-img-1.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-33-img-1.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-34-img-1.jpg,BG,1,3
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-34-img-2.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-34-img-3.jpg,BG,1,3
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-35-img-2.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-35-img-3.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-36-img-3.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-37-img-1.jpg,BG,1,3
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-37-img-2.jpg,BG,1,3
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-38-img-1.jpg,BG,1,4
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-38-img-2.jpg,BG,1,3
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-38-img-3.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-39-img-1.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-39-img-2.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-39-img-3.jpg,BG,1,3
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-4-img-1.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-4-img-2.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-4-img-3.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-40-img-1.jpg,BG,1,5
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-41-img-2.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-41-img-3.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-42-img-3.jpg,BG,1,3
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-43-img-1.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-43-img-2.jpg,BG,1,2
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-44-img-2.jpg,BG,1,3
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-44-img-3.jpg,BG,1,3
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-45-img-1.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-45-img-2.jpg,BG,1,1
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-45-img-3.jpg,BG,1,3
train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-46-img-1.jpg,BG,1,6
