Index,source_dataset,original_class,source_path,filename,suffix,bytes,width,height,mode,sha256,class_name,split,label,materialized_path
79,ShrimpDB,Den_Mang,/kaggle/input/datasets/vohoangtu/shrimpdb/Den_Mang/benh-den-mang-o-tom-the-chan-trang.jpg_no_bg.png,benh-den-mang-o-tom-the-chan-trang.jpg_no_bg.png,.png,229654,615,407,RGBA,d163dddcf9e2117c3024e4f1fc538483feac4ca16438cc3c0aa3071aaa739782,BG,test,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/01_BG/d163dddcf9e2_sdb_00010.png
89,ShrimpDB,Den_Mang,/kaggle/input/datasets/vohoangtu/shrimpdb/Den_Mang/denmang1.png_no_bg.png,denmang1.png_no_bg.png,.png,148802,774,323,RGBA,063dd7cf2c6ead1386b6b36924ebc9d9217024c7cfcefa14e9cb50807e8af045,BG,test,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/01_BG/063dd7cf2c6e_sdb_00011.png
95,ShrimpDB,Den_Mang,/kaggle/input/datasets/vohoangtu/shrimpdb/Den_Mang/download1.jpg,download1.jpg,.jpg,28409,289,67,RGB,9822bad5c407b554061552bfc6ff55340fd5aee5e6db77b6fb6012f4b5899e23,BG,test,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/01_BG/9822bad5c407_sdb_00012.jpg
102,ShrimpDB,Den_Mang,/kaggle/input/datasets/vohoangtu/shrimpdb/Den_Mang/fungal-diseases-of-shrimp-19-638.jpg_no_bg.png,fungal-diseases-of-shrimp-19-638.jpg_no_bg.png,.png,148508,409,279,RGBA,1bcbd90f31eadb31b6b63153c4fd3154a16e882b8d0388a25d6657641a62584d,BG,test,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/01_BG/1bcbd90f31ea_sdb_00013.png
115,ShrimpDB,Den_Mang,/kaggle/input/datasets/vohoangtu/shrimpdb/Den_Mang/images (2)1.jpg_no_bg.png,images (2)1.jpg_no_bg.png,.png,42865,149,141,RGBA,f3cb1550fdf63db795b4e07bdc66a868caae21b0278d127d55e5aeececec45e1,BG,test,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/01_BG/f3cb1550fdf6_sdb_00014.png
117,ShrimpDB,Den_Mang,/kaggle/input/datasets/vohoangtu/shrimpdb/Den_Mang/images (4).jpg_no_bg.png,images (4).jpg_no_bg.png,.png,53647,275,183,RGBA,f5983a38cf205061292d67d85343c30f7affe1fe4352f58dbacaf94a2d84f8c1,BG,test,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/01_BG/f5983a38cf20_sdb_00015.png
578,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/105938_nhu-cau-khoang-cua-tom-the-chan-trang-672x355.jpg,105938_nhu-cau-khoang-cua-tom-the-chan-trang-672x355.jpg,.jpg,61566,640,360,RGB,773748e1351bf1c8845d8c35c0382d35cb761605e22f56bd33a30a16d3285daf,Healthy,test,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/00_Healthy/773748e1351b_sdb_00016.jpg
600,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/gia-tom-xuat-khau-tuan-qua-tiep-tuc-tang-1410232942.jpg_no_bg.png,gia-tom-xuat-khau-tuan-qua-tiep-tuc-tang-1410232942.jpg_no_bg.png,.png,440506,583,429,RGBA,982ced70ddf6249b1565c346c230d7dbcf26de5a2b51c29239e76afc2be22f31,Healthy,test,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/00_Healthy/982ced70ddf6_sdb_00017.png
616,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/maxresdefault.jpg,maxresdefault.jpg,.jpg,63367,1280,720,RGB,ce7a7d947fe9d2c987ddcbb22bea6ff9a6cf23a8bf31258fd470f7bb574651fa,Healthy,test,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/00_Healthy/ce7a7d947fe9_sdb_00018.jpg
620,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/mua-vu-nuoi-tom-the-chan-trang.jpg_no_bg.png,mua-vu-nuoi-tom-the-chan-trang.jpg_no_bg.png,.png,425859,577,433,RGBA,0cd19793a6c0c6b0c44dc5cb85cedda27666d3836cc5369506cf092e06fdec17,Healthy,test,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/00_Healthy/0cd19793a6c0_sdb_00019.png
624,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/nuoi-tom-the-chan-trang_11.jpg_no_bg.png,nuoi-tom-the-chan-trang_11.jpg_no_bg.png,.png,451541,577,433,RGBA,bb2f0afd6395a6dfc5c51c4ccdb3ce442caff8658d614484ac92498887c9d5f0,Healthy,test,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/00_Healthy/bb2f0afd6395_sdb_00020.png
628,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/thuy san viet nam (5-6).jpg_no_bg.png,thuy san viet nam (5-6).jpg_no_bg.png,.png,155396,430,253,RGBA,224d183ab3940f8313c25874855314f170c40ca4eb1f97dd07d102d6c0e52e48,Healthy,test,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/00_Healthy/224d183ab394_sdb_00021.png
636,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/tom-the (1).jpg,tom-the (1).jpg,.jpg,162230,888,592,RGB,34414db5cc8ba589a3d70d7a30413b4caef350cd297de3268c6ed8b449289378,Healthy,test,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/00_Healthy/34414db5cc8b_sdb_00022.jpg
638,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/tom-the-chan-trang_1526262035.jpg,tom-the-chan-trang_1526262035.jpg,.jpg,112959,800,533,RGB,389fb40dc705a363830e27a043de3888f4930c1c7d37492d6e4dc54a5afaa43f,Healthy,test,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/00_Healthy/389fb40dc705_sdb_00023.jpg
640,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/tom2_vluz (1).jpg_no_bg.png,tom2_vluz (1).jpg_no_bg.png,.png,366980,598,374,RGBA,72699c3cb4658e8ee5ba1d92e441a1b21058ecd5a199ab9ff97478a9a5c53891,Healthy,test,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/00_Healthy/72699c3cb465_sdb_00024.png
647,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/tumblr_inline_o6bnz3OG8Q1txo3bl_1280.jpg,tumblr_inline_o6bnz3OG8Q1txo3bl_1280.jpg,.jpg,421143,1280,680,RGB,aa4f0bde997c9547c73d98ca1a2bc6f270d0cb408829174ba8c49f3f6353766d,Healthy,test,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/00_Healthy/aa4f0bde997c_sdb_00025.jpg
649,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/vov_tom_the_chan_trang_jvms.jpg_no_bg.png,vov_tom_the_chan_trang_jvms.jpg_no_bg.png,.png,344443,500,313,RGBA,1b712f212c106a2e29b1fc2c3682162ea25dc79f39d938d62c988175d931cbd5,Healthy,test,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/00_Healthy/1b712f212c10_sdb_00026.png
233,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/10.15707137235_fa235256c1_o11.png_no_bg.png,10.15707137235_fa235256c1_o11.png_no_bg.png,.png,45991,113,264,RGBA,8f47912b981a1e51af41bcdb558f974bb86f2b39cfc0dd8de7fdba6cce12e561,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/8f47912b981a_sdb_00027.png
236,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/11.b88647897z1_20170318120207_000g7ai35ob3-0-adx9814ubxe6u0e3xn2_ct1880x930.jpg_no_bg.png,11.b88647897z1_20170318120207_000g7ai35ob3-0-adx9814ubxe6u0e3xn2_ct1880x930.jpg_no_bg.png,.png,33876,388,90,RGBA,0be92ccb4ce457451042c924f55af3b3cc69d53eeb3f8169cdb53a5845d57f44,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/0be92ccb4ce4_sdb_00028.png
238,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/11.b88647897z1_20170318120207_000g7ai35ob3-0-adx9814ubxe6u0e3xn2_ct1880x9302.jpg_no_bg.png,11.b88647897z1_20170318120207_000g7ai35ob3-0-adx9814ubxe6u0e3xn2_ct1880x9302.jpg_no_bg.png,.png,47617,388,121,RGBA,da6123413b7253c48fc25859f5c8849a61738077230f1611b91786060838a82b,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/da6123413b72_sdb_00029.png
245,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/134441_3.jpg,134441_3.jpg,.jpg,114362,640,360,RGB,8668ff82adeac8b8d6e86add41e087ed1250e848747dd7163406162f0194da51,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/8668ff82adea_sdb_00030.jpg
251,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/142954_0f9096ce18f2d1db7dff671b88ad60c5.jpg_no_bg.png,142954_0f9096ce18f2d1db7dff671b88ad60c5.jpg_no_bg.png,.png,282641,667,375,RGBA,1d692e807d0d9d146aa2d077fbe47c7f277e06972f8be6718f6e2881eaa1b354,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/1d692e807d0d_sdb_00031.png
260,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/2.trieu-chung-benh-dom-trang-tren-tom-su-01.jpg_no_bg.png,2.trieu-chung-benh-dom-trang-tren-tom-su-01.jpg_no_bg.png,.png,250640,600,350,RGBA,ae3ccc802f2a309dd3dbca245cf6a563ca88129660652f4d90286fe8d6f08d80,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/ae3ccc802f2a_sdb_00032.png
267,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/23.tong-quan-4.png_no_bg.png,23.tong-quan-4.png_no_bg.png,.png,169518,856,292,RGBA,993e301ab291b93f2381a3e8a23358eead7b8a50ea46b384b9f20db2d4883148,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/993e301ab291_sdb_00033.png
269,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/25.WKLrzpS.jpg_no_bg.png,25.WKLrzpS.jpg_no_bg.png,.png,108031,376,262,RGBA,a3c3f68b62ee522e3066d3b164d2fd4271e5de8464b36abe05a9fd3f88c7ff43,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/a3c3f68b62ee_sdb_00034.png
277,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/3.tom-the-bi-benh-dom-trang.jpg_no_bg.png,3.tom-the-bi-benh-dom-trang.jpg_no_bg.png,.png,245327,600,343,RGBA,453bfc68c0bea90ed972f394c30b9365447e0a9dcc9ebccac2d5006c4c2e1e21,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/453bfc68c0be_sdb_00035.png
296,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/59.tom-benh-dom-trang_4.jpg,59.tom-benh-dom-trang_4.jpg,.jpg,63172,617,220,RGB,a688787fe5a2a89e55ac07861fc97070b213d24bd3e87ab5e3b320549aac7295,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/a688787fe5a2_sdb_00036.jpg
307,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/634392353983373750688.jpg_no_bg.png,634392353983373750688.jpg_no_bg.png,.png,75695,300,225,RGBA,7db579b736b790e624d37dcc67332046c86b7aebcaf2364017861963917ed94a,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/7db579b736b7_sdb_00037.png
319,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/84.cac-bien-phap-phong-benh-nguy-hiem-tren-tom-nuoi-51.jpg_no_bg.png,84.cac-bien-phap-phong-benh-nguy-hiem-tren-tom-nuoi-51.jpg_no_bg.png,.png,109293,157,495,RGBA,b5d1f058159114ce8554bad8fa1827e62b0159ad516d20a10a1d4877aebf76ee,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/b5d1f0581591_sdb_00038.png
320,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/84.cac-bien-phap-phong-benh-nguy-hiem-tren-tom-nuoi-512.jpg_no_bg.png,84.cac-bien-phap-phong-benh-nguy-hiem-tren-tom-nuoi-512.jpg_no_bg.png,.png,91744,146,500,RGBA,b844daa5db035ecb4d65a9fe86cec8ed32422fe2f9495591363436b1802adfe6,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/b844daa5db03_sdb_00039.png
322,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/9.8214990-3x2-940x627.jpg_no_bg.png,9.8214990-3x2-940x627.jpg_no_bg.png,.png,332253,612,408,RGBA,694bb7fd62a4091ba3c1ed35f694a93d3af325be704caddb33c0676e5ddf1d88,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/694bb7fd62a4_sdb_00040.png
324,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/9.b3748d1f0bc4e9c08a4bff591c8d4f4e1.jpg_no_bg.png,9.b3748d1f0bc4e9c08a4bff591c8d4f4e1.jpg_no_bg.png,.png,106404,640,157,RGBA,6dd7bf7ba06357148f93e21f6d27f1164fb2226f7a67ca9408888897afd3c6b3,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/6dd7bf7ba063_sdb_00041.png
332,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/DOM TRANG21.jpg_no_bg.png,DOM TRANG21.jpg_no_bg.png,.png,245940,752,287,RGBA,ad6cd04760126a40b1ae1d68814a862f04aeea60ba2207c5ddd9d8a2d6bd4929,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/ad6cd0476012_sdb_00042.png
340,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/WSSV-624x468.jpg,WSSV-624x468.jpg,.jpg,68733,624,468,RGB,10a3c63225a00d4fd70c8bb8304d17d05d2884f42927266ac19df142e3ff7b27,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/10a3c63225a0_sdb_00043.jpg
362,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/download (1).jpg,download (1).jpg,.jpg,7121,259,194,RGB,0624106c9c3a391e272d525455d9f7aadad8bb659ffa6a208ec1ed8a63110e30,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/0624106c9c3a_sdb_00044.jpg
393,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/tôm sú bị virus đốm trắng.jpg,tôm sú bị virus đốm trắng.jpg,.jpg,95943,760,592,RGB,a5deac339f11b381126716acf6f0b603e814b9c09f4f101b15517408e4ce0500,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/a5deac339f11_sdb_00045.jpg
399,ShrimpDB,Dom_Trang,/kaggle/input/datasets/vohoangtu/shrimpdb/Dom_Trang/white_spot_shrimp.jpg_no_bg.png,white_spot_shrimp.jpg_no_bg.png,.png,192219,542,461,RGBA,14bfc4b450544a9d5d1b8e008ec60df7143f9d73561b150096d1a4ed676549e8,WSSV,test,2,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/test/02_WSSV/14bfc4b45054_sdb_00046.png
1,ShrimpDB,Den_Mang,/kaggle/input/datasets/vohoangtu/shrimpdb/Den_Mang/1.2b.png_no_bg.png,1.2b.png_no_bg.png,.png,148987,490,368,RGBA,793b24e2adefcf1bb2e7959f9eeda4470870f7f95f1667e88a50df6589f242ef,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/train/01_BG/793b24e2adef_sdb_00047.png
2,ShrimpDB,Den_Mang,/kaggle/input/datasets/vohoangtu/shrimpdb/Den_Mang/1.benh-den-mang-o-tom-the-chan-trang-1.jpg_no_bg.png,1.benh-den-mang-o-tom-the-chan-trang-1.jpg_no_bg.png,.png,308375,611,409,RGBA,9da988d9e447ae52f6fa9d1d13bb7e1fe1582539dae3436e5e3e009079d2c394,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/train/01_BG/9da988d9e447_sdb_00048.png
3,ShrimpDB,Den_Mang,/kaggle/input/datasets/vohoangtu/shrimpdb/Den_Mang/10.benh-hai-tren-mang-tom.jpg_no_bg.png,10.benh-hai-tren-mang-tom.jpg_no_bg.png,.png,158509,600,315,RGBA,f3dea2dec22cfbfa9da3640388f823a3565768b3f0527a66ccbc0aced83cdf66,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/train/01_BG/f3dea2dec22c_sdb_00049.png
4,ShrimpDB,Den_Mang,/kaggle/input/datasets/vohoangtu/shrimpdb/Den_Mang/1012tomdomdenimage001 (1)1.jpg,1012tomdomdenimage001 (1)1.jpg,.jpg,33426,265,109,RGB,61405ff32475028e332264f40fb8d9055c9d486336e240d5bda6ba020b9e120d,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/train/01_BG/61405ff32475_sdb_00050.jpg
5,ShrimpDB,Den_Mang,/kaggle/input/datasets/vohoangtu/shrimpdb/Den_Mang/11.2018-11-29-tom4.jpg_no_bg.png,11.2018-11-29-tom4.jpg_no_bg.png,.png,118180,601,168,RGBA,6430aae38d04f6baf220b8f99edf353c210971c4862d42b739aa98e76d511dff,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/train/01_BG/6430aae38d04_sdb_00051.png
7,ShrimpDB,Den_Mang,/kaggle/input/datasets/vohoangtu/shrimpdb/Den_Mang/13.tom-bi-den-mang.png,13.tom-bi-den-mang.png,.png,74051,228,179,RGBA,c7df5d66ddf66d5b1222fdb79aa1390fa9a82d3f03d1708c21345d7c1a560f25,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/train/01_BG/c7df5d66ddf6_sdb_00052.png
9,ShrimpDB,Den_Mang,/kaggle/input/datasets/vohoangtu/shrimpdb/Den_Mang/13.tom-bi-den-mang3.png_no_bg.png,13.tom-bi-den-mang3.png_no_bg.png,.png,64691,143,475,RGBA,be7bd0cd0c43e9913a774bc7078008db2e0a3ec31780ce68cbe580c170430b0e,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/train/01_BG/be7bd0cd0c43_sdb_00053.png
10,ShrimpDB,Den_Mang,/kaggle/input/datasets/vohoangtu/shrimpdb/Den_Mang/13.tom-bi-den-mang4.png_no_bg.png,13.tom-bi-den-mang4.png_no_bg.png,.png,36975,240,143,RGBA,1309d9d36c7191ace5571924102e353a82d65faec16d2526b34bfdb466f16f59,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/train/01_BG/1309d9d36c71_sdb_00054.png
11,ShrimpDB,Den_Mang,/kaggle/input/datasets/vohoangtu/shrimpdb/Den_Mang/14836563-black-gill-e1469451153410.jpg_no_bg.png,14836563-black-gill-e1469451153410.jpg_no_bg.png,.png,79518,360,240,RGBA,b3f7f16542aa8d8d3106ed06ad56ac0262433ea8c929caccecfc9d5d9fd37008,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/train/01_BG/b3f7f16542aa_sdb_00055.png
12,ShrimpDB,Den_Mang,/kaggle/input/datasets/vohoangtu/shrimpdb/Den_Mang/15.black-tiger-shrimp-830x435.jpg,15.black-tiger-shrimp-830x435.jpg,.jpg,47842,830,435,RGB,a30e028dc9c9486c7a1c16c6025454da210f5b942f6ee6028896f714483194e4,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/train/01_BG/a30e028dc9c9_sdb_00056.jpg
13,ShrimpDB,Den_Mang,/kaggle/input/datasets/vohoangtu/shrimpdb/Den_Mang/15.black-tiger-shrimp-830x435.jpg_no_bg.png,15.black-tiger-shrimp-830x435.jpg_no_bg.png,.png,153985,691,362,RGBA,311f8e58f9e390fa6f988cadc4dd669c0a8a8992cd67678fabc7c98319e901d2,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/shrimpdb3/prepared/train/01_BG/311f8e58f9e3_sdb_00057.png
