dataset_key,dataset_name,split,image_path,image_name,label_path,label_exists,parse_ok,specimen_key,shrimp_id,img_num,disease_from_name,normalized_stem,mask_instances,mask_classes,mask_class_ids,co_infection,total_mask_area_norm,mean_mask_area_norm,ahash,dhash
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_322-1-_jpg.rf.21c212e745a38c1cc4017838cdd98370.jpg,Shrimp_322-1-_jpg.rf.21c212e745a38c1cc4017838cdd98370.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_322-1-_jpg.rf.21c212e745a38c1cc4017838cdd98370.txt,True,True,shrimp::322,322,1,Shrimp,Shrimp_322-1-,4,whitespot,1,False,0.018051980305671622,0.0045129950764179055,1111111111111110111111111100000100000000001110011111111111111100,1110010011100100110111000001101101100011111000110011100011000101
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_322-2-_jpg.rf.48f406927677bb97075fab17d7289f47.jpg,Shrimp_322-2-_jpg.rf.48f406927677bb97075fab17d7289f47.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_322-2-_jpg.rf.48f406927677bb97075fab17d7289f47.txt,True,True,shrimp::322,322,2,Shrimp,Shrimp_322-2-,3,whitespot,1,False,0.030783925120234562,0.01026130837341152,1111111111111110111111101100111110000000000000000111101111111110,1110010011000100111101001001110000111011111000111100001100011000
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_322-3-_jpg.rf.6978857f76e7874078c866ea3ce51a0f.jpg,Shrimp_322-3-_jpg.rf.6978857f76e7874078c866ea3ce51a0f.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_322-3-_jpg.rf.6978857f76e7874078c866ea3ce51a0f.txt,True,True,shrimp::322,322,3,Shrimp,Shrimp_322-3-,2,whitespot,1,False,0.01922103776133066,0.00961051888066533,1111111111111111110011111000000000100000011110011111110111111100,1111001011100010100110100011111101000011111000011011100101101001
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_323-1-_jpg.rf.396e8eb5d8bcbf6b0941dfb13a6d33a0.jpg,Shrimp_323-1-_jpg.rf.396e8eb5d8bcbf6b0941dfb13a6d33a0.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_323-1-_jpg.rf.396e8eb5d8bcbf6b0941dfb13a6d33a0.txt,True,True,shrimp::323,323,1,Shrimp,Shrimp_323-1-,1,whitespot,1,False,0.011629697815298996,0.011629697815298996,1111111111111111000111111000001111000001110111001111111011111000,1000100011000000011011000000111000010011101110011001000010100100
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_323-2-_jpg.rf.d350aaa17c3d601c8da69d064eb35de7.jpg,Shrimp_323-2-_jpg.rf.d350aaa17c3d601c8da69d064eb35de7.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_323-2-_jpg.rf.d350aaa17c3d601c8da69d064eb35de7.txt,True,True,shrimp::323,323,2,Shrimp,Shrimp_323-2-,1,whitespot,1,False,0.008101350212693214,0.008101350212693214,1111111111111111000000010000000100011111001100010001110000011101,0010001000010000011010110011101111110011011000110111000110111001
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_323-3-_jpg.rf.de4c842e0502092a0617cc2d569ebc94.jpg,Shrimp_323-3-_jpg.rf.de4c842e0502092a0617cc2d569ebc94.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_323-3-_jpg.rf.de4c842e0502092a0617cc2d569ebc94.txt,True,True,shrimp::323,323,3,Shrimp,Shrimp_323-3-,2,whitespot,1,False,0.011176360079169237,0.0055881800395846185,1111111111111111110011111100000111000001110111111101111111011111,1100111110001111100111001000111110001011101110001011000110100100
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_324-1-_jpg.rf.3ab6ab7085046b5f4008187699f307c9.jpg,Shrimp_324-1-_jpg.rf.3ab6ab7085046b5f4008187699f307c9.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_324-1-_jpg.rf.3ab6ab7085046b5f4008187699f307c9.txt,True,True,shrimp::324,324,1,Shrimp,Shrimp_324-1-,3,whitespot,1,False,0.02986932388043409,0.00995644129347803,1111110011111000111100001111010011000000110000001000000000000000,0110000001100010001001100010010100000101000011010010010000100110
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_324-2-_jpg.rf.06c36bc25e6923d8f79890bfd0764102.jpg,Shrimp_324-2-_jpg.rf.06c36bc25e6923d8f79890bfd0764102.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_324-2-_jpg.rf.06c36bc25e6923d8f79890bfd0764102.txt,True,True,shrimp::324,324,2,Shrimp,Shrimp_324-2-,6,whitespot,1,False,0.008941992916822489,0.0014903321528037482,0100000000000000000000001000000011000000110000001111111011111111,1001100001110110001100010001001100000110000011010000110010000000
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_324-3-_jpg.rf.a67c9a5c7123e3143d575f992ddc9df4.jpg,Shrimp_324-3-_jpg.rf.a67c9a5c7123e3143d575f992ddc9df4.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_324-3-_jpg.rf.a67c9a5c7123e3143d575f992ddc9df4.txt,True,True,shrimp::324,324,3,Shrimp,Shrimp_324-3-,4,whitespot,1,False,0.032577273315191224,0.008144318328797806,0111000000000000000000001000000011100011110011111110111111111111,1000000011100111011000010011001110000110000110010001100000011000
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_325-1-_jpg.rf.9c522edf9854bf1889bb4ca883bc625e.jpg,Shrimp_325-1-_jpg.rf.9c522edf9854bf1889bb4ca883bc625e.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_325-1-_jpg.rf.9c522edf9854bf1889bb4ca883bc625e.txt,True,True,shrimp::325,325,1,Shrimp,Shrimp_325-1-,1,whitespot,1,False,0.009634140497088453,0.009634140497088453,1111111111011111110111111101001101001100000000000000001000001000,0001011100111111101001111011011010011000110010111110011011111000
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_325-2-_jpg.rf.791306e288a2223bff65c1bbd67f38c7.jpg,Shrimp_325-2-_jpg.rf.791306e288a2223bff65c1bbd67f38c7.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_325-2-_jpg.rf.791306e288a2223bff65c1bbd67f38c7.txt,True,True,shrimp::325,325,2,Shrimp,Shrimp_325-2-,3,whitespot,1,False,0.024219129298925363,0.008073043099641788,1111111110111111001111111010111110110111100111000000000000000010,0000111101100111010101100100101101101110001100001001001110001110
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_325-3-_jpg.rf.7aa777e0ed1e9140c6b22ae819ef5576.jpg,Shrimp_325-3-_jpg.rf.7aa777e0ed1e9140c6b22ae819ef5576.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_325-3-_jpg.rf.7aa777e0ed1e9140c6b22ae819ef5576.txt,True,True,shrimp::325,325,3,Shrimp,Shrimp_325-3-,2,whitespot,1,False,0.01145114390707011,0.005725571953535055,1111111111111111001111110010111110100011100111000000100000000010,0000111101100111011101100100111101101110001001001011001110001110
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_326-1-_jpg.rf.06e720b11e39183c043d0a85f96bf437.jpg,Shrimp_326-1-_jpg.rf.06e720b11e39183c043d0a85f96bf437.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_326-1-_jpg.rf.06e720b11e39183c043d0a85f96bf437.txt,True,True,shrimp::326,326,1,Shrimp,Shrimp_326-1-,3,whitespot,1,False,0.03252242103826998,0.01084080701275666,1111011110000111100011011000101110011111101111111111111111111111,1110110000001100000110010011010100110101011011111001110101111111
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_326-2-_jpg.rf.c102c57ce00a59362c9c5b6c94dcf9b4.jpg,Shrimp_326-2-_jpg.rf.c102c57ce00a59362c9c5b6c94dcf9b4.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_326-2-_jpg.rf.c102c57ce00a59362c9c5b6c94dcf9b4.txt,True,True,shrimp::326,326,2,Shrimp,Shrimp_326-2-,2,whitespot,1,False,0.02306665537488456,0.01153332768744228,1111011110000111100011011001101110011111101111111111111111111111,1110110000001100000110010011010100110101011011111101110101111111
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_326-3-_jpg.rf.8dd585c4670664d46095873cec6e0f5a.jpg,Shrimp_326-3-_jpg.rf.8dd585c4670664d46095873cec6e0f5a.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_326-3-_jpg.rf.8dd585c4670664d46095873cec6e0f5a.txt,True,True,shrimp::326,326,3,Shrimp,Shrimp_326-3-,2,whitespot,1,False,0.020704753922104836,0.010352376961052418,1111111100000111110001001100110111001111110011111111111111111111,1111010000001100000111011001101011011011100101111010111110011111
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_327-1-_jpg.rf.e5da2428aa37fdd2b4f1b4f83ee04cd5.jpg,Shrimp_327-1-_jpg.rf.e5da2428aa37fdd2b4f1b4f83ee04cd5.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_327-1-_jpg.rf.e5da2428aa37fdd2b4f1b4f83ee04cd5.txt,True,True,shrimp::327,327,1,Shrimp,Shrimp_327-1-,3,whitespot,1,False,0.02972671318113805,0.009908904393712684,1111111111111111111100111111001110011010100000000000001000000111,1101001110110011100101110111011000100010000101110100011001001100
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_327-2-_jpg.rf.8b1edb5fa24069d3040a8e651f57fadd.jpg,Shrimp_327-2-_jpg.rf.8b1edb5fa24069d3040a8e651f57fadd.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_327-2-_jpg.rf.8b1edb5fa24069d3040a8e651f57fadd.txt,True,True,shrimp::327,327,2,Shrimp,Shrimp_327-2-,1,whitespot,1,False,0.01662804484415055,0.01662804484415055,1111111111111111110111111000000110010000100110001000000001000000,1100010011000010001111100010011100110111001001000011011010010001
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_327-3-_jpg.rf.e7906630a06e99f779250b11ff177070.jpg,Shrimp_327-3-_jpg.rf.e7906630a06e99f779250b11ff177070.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_327-3-_jpg.rf.e7906630a06e99f779250b11ff177070.txt,True,True,shrimp::327,327,3,Shrimp,Shrimp_327-3-,2,whitespot,1,False,0.017586544661521958,0.008793272330760979,1111111111111111111111111100000110000001100111101000000001000000,1110110011100000000011000010011100110011001001000011011010010010
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_328-1-_jpg.rf.9d6e6536d6fb158b7d91d1d44b50b761.jpg,Shrimp_328-1-_jpg.rf.9d6e6536d6fb158b7d91d1d44b50b761.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_328-1-_jpg.rf.9d6e6536d6fb158b7d91d1d44b50b761.txt,True,True,shrimp::328,328,1,Shrimp,Shrimp_328-1-,2,whitespot,1,False,0.029578282820463105,0.014789141410231552,1111111111111111110000111000000111110000111000001100000000000000,1110011011100100000001110011001100100001100010111000101101001010
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_328-2-_jpg.rf.6305694ac34459136612cb50bbe39e22.jpg,Shrimp_328-2-_jpg.rf.6305694ac34459136612cb50bbe39e22.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_328-2-_jpg.rf.6305694ac34459136612cb50bbe39e22.txt,True,True,shrimp::328,328,2,Shrimp,Shrimp_328-2-,2,whitespot,1,False,0.03317625295674805,0.016588126478374026,1111111111111111100000111000000111110001111110011100000001000000,1110111111100100011001100010001100100011110010111000101110000011
