path,source_path,rel_path,filename,class_dir,class_folder,display_class_name,class_name,project_label,label,shrimp_group_stem,shrimp_group_id,group_parse_status,normalized_stem,readable,read_error,file_size,md5,split
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-2-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-2-img-2_nobg.png,1. Healthy/Healthy-2-img-2_nobg.png,Healthy-2-img-2_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-2,1. Healthy::Healthy-2,parsed,Healthy-2-img-2,True,,1050613,2ebb672d206d8b803df38bf394c245f2,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-2-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-2-img-3_nobg.png,1. Healthy/Healthy-2-img-3_nobg.png,Healthy-2-img-3_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-2,1. Healthy::Healthy-2,parsed,Healthy-2-img-3,True,,1396143,e3dad5b00e10111cbb578bc81cafe308,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-22-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-22-img-1_nobg.png,1. Healthy/Healthy-22-img-1_nobg.png,Healthy-22-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-22,1. Healthy::Healthy-22,parsed,Healthy-22-img-1,True,,868559,b4edae35072a6041e4faf185b15b5930,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-28-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-28-img-1_nobg.png,1. Healthy/Healthy-28-img-1_nobg.png,Healthy-28-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-28,1. Healthy::Healthy-28,parsed,Healthy-28-img-1,True,,1390470,a000b340ff3e4025a61109004f17b96e,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-28-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-28-img-2_nobg.png,1. Healthy/Healthy-28-img-2_nobg.png,Healthy-28-img-2_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-28,1. Healthy::Healthy-28,parsed,Healthy-28-img-2,True,,1226119,07ea07c2c9694b09b7efe29101d2449f,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-28-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-28-img-3_nobg.png,1. Healthy/Healthy-28-img-3_nobg.png,Healthy-28-img-3_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-28,1. Healthy::Healthy-28,parsed,Healthy-28-img-3,True,,1398691,f570df74a7d249a04532a255eca9c997,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-35-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-35-img-1_nobg.png,1. Healthy/Healthy-35-img-1_nobg.png,Healthy-35-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-35,1. Healthy::Healthy-35,parsed,Healthy-35-img-1,True,,1218014,b32e4cef1e858a6f47c19cf871e83b4c,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-35-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-35-img-2_nobg.png,1. Healthy/Healthy-35-img-2_nobg.png,Healthy-35-img-2_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-35,1. Healthy::Healthy-35,parsed,Healthy-35-img-2,True,,2416978,65d8e6ce0370530007edc32fba007758,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-35-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-35-img-3_nobg.png,1. Healthy/Healthy-35-img-3_nobg.png,Healthy-35-img-3_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-35,1. Healthy::Healthy-35,parsed,Healthy-35-img-3,True,,1154422,33bd1388ec4f33f13983fa340183399c,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-42-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-42-img-1_nobg.png,1. Healthy/Healthy-42-img-1_nobg.png,Healthy-42-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-42,1. Healthy::Healthy-42,parsed,Healthy-42-img-1,True,,766819,4abc6e00552c113ff643a1549b42ef68,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-42-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-42-img-2_nobg.png,1. Healthy/Healthy-42-img-2_nobg.png,Healthy-42-img-2_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-42,1. Healthy::Healthy-42,parsed,Healthy-42-img-2,True,,828903,8cf2c91ae60ddfacbf534ee9c68dc3c7,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-42-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-42-img-3_nobg.png,1. Healthy/Healthy-42-img-3_nobg.png,Healthy-42-img-3_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-42,1. Healthy::Healthy-42,parsed,Healthy-42-img-3,True,,893802,75862297c9f651234954ec6caa627076,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-5-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-5-img-1_nobg.png,1. Healthy/Healthy-5-img-1_nobg.png,Healthy-5-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-5,1. Healthy::Healthy-5,parsed,Healthy-5-img-1,True,,867484,b4d4885da6ae18f9cf8fae281fe9600c,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-5-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-5-img-2_nobg.png,1. Healthy/Healthy-5-img-2_nobg.png,Healthy-5-img-2_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-5,1. Healthy::Healthy-5,parsed,Healthy-5-img-2,True,,958151,12176c8e33a141a31837f588399c14f8,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-5-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-5-img-3_nobg.png,1. Healthy/Healthy-5-img-3_nobg.png,Healthy-5-img-3_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-5,1. Healthy::Healthy-5,parsed,Healthy-5-img-3,True,,946932,65913125b42d7cb64cca93c797f3c387,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-50-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-50-img-1_nobg.png,1. Healthy/Healthy-50-img-1_nobg.png,Healthy-50-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-50,1. Healthy::Healthy-50,parsed,Healthy-50-img-1,True,,906495,3ea0205ee96f2acc01aa553757185af8,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-50-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-50-img-2_nobg.png,1. Healthy/Healthy-50-img-2_nobg.png,Healthy-50-img-2_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-50,1. Healthy::Healthy-50,parsed,Healthy-50-img-2,True,,941477,e36dc9552fe975fd969f8bdbec50b9fe,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-50-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-50-img-3_nobg.png,1. Healthy/Healthy-50-img-3_nobg.png,Healthy-50-img-3_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-50,1. Healthy::Healthy-50,parsed,Healthy-50-img-3,True,,889137,ec0554f4c8b655df9f2cd20c3946288e,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-52-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-52-img-1_nobg.png,1. Healthy/Healthy-52-img-1_nobg.png,Healthy-52-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-52,1. Healthy::Healthy-52,parsed,Healthy-52-img-1,True,,1181171,74213dd97b8b63e199709dbc6b00a3ad,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-52-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-52-img-2_nobg.png,1. Healthy/Healthy-52-img-2_nobg.png,Healthy-52-img-2_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-52,1. Healthy::Healthy-52,parsed,Healthy-52-img-2,True,,1424359,9a5bb75de34888fd5ea97b95af6a34ce,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-52-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-52-img-3_nobg.png,1. Healthy/Healthy-52-img-3_nobg.png,Healthy-52-img-3_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-52,1. Healthy::Healthy-52,parsed,Healthy-52-img-3,True,,1067954,3aa951dfe652beda77674e2ca3370536,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-54-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-54-img-1_nobg.png,1. Healthy/Healthy-54-img-1_nobg.png,Healthy-54-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-54,1. Healthy::Healthy-54,parsed,Healthy-54-img-1,True,,961527,70477dd57d83deb9c48d6ffd7146d58f,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-54-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-54-img-2_nobg.png,1. Healthy/Healthy-54-img-2_nobg.png,Healthy-54-img-2_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-54,1. Healthy::Healthy-54,parsed,Healthy-54-img-2,True,,1013620,437510bf098290f76083b03abc66e64a,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-60-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-60-img-1_nobg.png,1. Healthy/Healthy-60-img-1_nobg.png,Healthy-60-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-60,1. Healthy::Healthy-60,parsed,Healthy-60-img-1,True,,892288,09d154a01f0db6e625cf6a33083e82d9,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-60-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-60-img-2_nobg.png,1. Healthy/Healthy-60-img-2_nobg.png,Healthy-60-img-2_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-60,1. Healthy::Healthy-60,parsed,Healthy-60-img-2,True,,1033252,b91602307b94a229ac5a756a74e74d96,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-60-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-60-img-3_nobg.png,1. Healthy/Healthy-60-img-3_nobg.png,Healthy-60-img-3_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-60,1. Healthy::Healthy-60,parsed,Healthy-60-img-3,True,,1094703,e4664dd2a326a6a9d3598f5535551085,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-63-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-63-img-1_nobg.png,1. Healthy/Healthy-63-img-1_nobg.png,Healthy-63-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-63,1. Healthy::Healthy-63,parsed,Healthy-63-img-1,True,,987551,7d76cb0392a01b20bb3a09b9d5d2ef44,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-63-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-63-img-2_nobg.png,1. Healthy/Healthy-63-img-2_nobg.png,Healthy-63-img-2_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-63,1. Healthy::Healthy-63,parsed,Healthy-63-img-2,True,,901540,1353a975a90f4a88219aebc22d73ec23,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-63-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-63-img-3_nobg.png,1. Healthy/Healthy-63-img-3_nobg.png,Healthy-63-img-3_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-63,1. Healthy::Healthy-63,parsed,Healthy-63-img-3,True,,947918,4501535d240fc0936d1886125950b857,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-65-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-65-img-1_nobg.png,1. Healthy/Healthy-65-img-1_nobg.png,Healthy-65-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-65,1. Healthy::Healthy-65,parsed,Healthy-65-img-1,True,,1242473,1c7a72f3e7ff6d1639dbcc77d575a7db,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-65-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-65-img-2_nobg.png,1. Healthy/Healthy-65-img-2_nobg.png,Healthy-65-img-2_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-65,1. Healthy::Healthy-65,parsed,Healthy-65-img-2,True,,1302217,a01a5631de148b90583793b07973844b,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-65-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-65-img-3_nobg.png,1. Healthy/Healthy-65-img-3_nobg.png,Healthy-65-img-3_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-65,1. Healthy::Healthy-65,parsed,Healthy-65-img-3,True,,1031687,6df8d09d98b6495c9b1eee4deab16ec9,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-67-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-67-img-1_nobg.png,1. Healthy/Healthy-67-img-1_nobg.png,Healthy-67-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-67,1. Healthy::Healthy-67,parsed,Healthy-67-img-1,True,,954455,8960c90446ddb2c144b66b3b426e3422,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-67-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-67-img-2_nobg.png,1. Healthy/Healthy-67-img-2_nobg.png,Healthy-67-img-2_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-67,1. Healthy::Healthy-67,parsed,Healthy-67-img-2,True,,1119424,6580901b1d29db1ae4b32648a2d3d610,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-67-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-67-img-3_nobg.png,1. Healthy/Healthy-67-img-3_nobg.png,Healthy-67-img-3_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-67,1. Healthy::Healthy-67,parsed,Healthy-67-img-3,True,,920482,63a9a42aa1bf3e743fe158fecb3800d4,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-80-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-80-img-1_nobg.png,1. Healthy/Healthy-80-img-1_nobg.png,Healthy-80-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-80,1. Healthy::Healthy-80,parsed,Healthy-80-img-1,True,,883537,c43ecccfeee091662540883a12034b6b,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-80-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-80-img-2_nobg.png,1. Healthy/Healthy-80-img-2_nobg.png,Healthy-80-img-2_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-80,1. Healthy::Healthy-80,parsed,Healthy-80-img-2,True,,1000382,f1b537e29cee45aacf377b55c0084603,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-80-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-80-img-3_nobg.png,1. Healthy/Healthy-80-img-3_nobg.png,Healthy-80-img-3_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-80,1. Healthy::Healthy-80,parsed,Healthy-80-img-3,True,,832722,fcf55d931c60a70c344433681106dcce,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-94-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-94-img-1_nobg.png,1. Healthy/Healthy-94-img-1_nobg.png,Healthy-94-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-94,1. Healthy::Healthy-94,parsed,Healthy-94-img-1,True,,722139,d59078b72280d3aea7f5caf631bb57a9,test
