split,kind,path,size_bytes,sha256
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-14-img-1.txt,38,a2997d4066136450710ce145d92fdb25a799ddd7bd3d1d887e8995f2a8600b54
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-15-img-1.jpg,188628,c7fb651ee8ba472abcbea0a720dfbddfe185fa433f0a76fc7af196be2b16eec1
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-15-img-1.txt,38,6facd30edd61ba80680b99359bacb36c0fc9809598acc0cdcbad5afaa7038173
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-16-img-1.jpg,207508,45b2a3543e71d11aa6205cd7f9848a0808d64bdc2da33d9a213c0eb6fba02f8c
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-16-img-1.txt,38,fd61da9dfc565a95a43d8481c424ee070061ffa1b76d64560616374367f1cba0
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-17-img-1.jpg,150336,5b83347bc17802faf15690194328995d816b764e5aea481d4721eea1e29cd13d
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-17-img-1.txt,38,e6dfb32e0a35dbbca5c73d9ba7572c0d4be6461e59c201fef21d5475837b3ab3
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-19-img-1.jpg,185391,e03624b43a9f2c566d2b6c983a5f7753e4ee446d3c9899eac9849256e18bda73
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-19-img-1.txt,38,3e6a29aa62791f06d21cc387a1c4b7550d2940868d98ae7a3866c77e29484a0f
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-2-img-3.jpg,938802,a2757286c5fcc8d8de98f61ca0eb795b097b2a7504cda3ee9a5122ced1525270
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-2-img-3.txt,38,be061730f088f6d062cebc5f372205a0530831d28d5e9f30bdb1c789573b1a6b
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-20-img-2.jpg,155684,8991e5c89bc41ad40d6ba4f4406f3fb79c4e279f234e337840e4056243d7e41c
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-20-img-2.txt,76,8667da504c371a7bd87ae49942edac137eabfa69608fc9ee7bc3424ec21b679c
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-21-img-2.jpg,662513,2d153f83eff507c71055f2949e1eb575d0a077b459bc95b2fe5570ae5145c67f
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-21-img-2.txt,76,22a23563f8000977d89c085c922457499fd1fd2ae7d34bf6fb813881b41a92f7
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-21-img-3.jpg,604252,0e72e923fe0ae08e00e3c1ab1022fce90a27f378e7ded0e6e78817d98a6d9c28
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-21-img-3.txt,76,19b1f4e6159c4572f22da11757b20c537e9e594975c6d0b674f500e2c9cf5eb0
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-22-img-2.jpg,772747,8fd3d0df48262cbb58bc7b532ef180e3e5c9ea8a754cef02787bafc9f02bee0d
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-22-img-2.txt,38,2f61e2146ff1d6d0952c3ec24bda19b66f8a21ade77be88eb521f1dd9cac5442
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-22-img-3.jpg,748851,d47ced6d9dbefaee6178a13d20dc33a20018d32e591cbb69fd4508f63705acbc
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-22-img-3.txt,38,44387978f4a48ecf95cc10a5e58ce13a0ce795a26be8cdfe6bf322e55b4a017d
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-23-img-1.jpg,992366,018bb309a3bf982fdcf694b65843d7704d23596f8fad4485b65047e1b1090e74
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-23-img-1.txt,76,4b2f9effdc4c468e8ee04d3cbe6d4c9e5212ca4ae0d6a4ad01adccc308fd9ba8
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-23-img-3.jpg,826337,fa8eab1c272bacb29eede54fa67e4c50cf90992703526137693e0fa7ae19414b
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-23-img-3.txt,114,3761c25927404417e42365ced4d646206301be9d4cd2140cf5a2721f311e9b5c
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-24-img-1.jpg,431869,aabddab7b5baab9dd51f1502345ae434615db89856590ee040fdb294620f33d9
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-24-img-1.txt,76,3cd494340d43da3be850618b79bd6f8d2ede63c0e978f7655319093b83d7b8fc
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-24-img-2.jpg,583641,5e86ad26f4bebb3b06aab121dae1c74b6dc110afef676e7756b6f658709fa18c
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-24-img-2.txt,76,fd9663d64d6b7e585cd8ee33746178256049efc3d9baf1a3543590f2e5dc62b9
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-25-img-2.jpg,1009703,ba59a46070b66495a57a2cc5bb9f66e61134c6db1c505f7a2f663ffa53ef62f9
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-25-img-2.txt,38,c7e7ac16ee07d4b85926eeaef4d2c94d83da73b60f552fe10fbac3a275431a73
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-25-img-3.jpg,883045,28fc1b0a711cfb9a3a002f468d50cb1cfeac7cf3ee90043efa0e811be04cfebf
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-25-img-3.txt,38,7823fb615ad1ee0ede1d117bc8365deb3458437169e30c78734f94a22efccb7f
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-26-img-1.jpg,171116,f2c651006c2dff9b993a028b5b10e240e716cd75006e52c2e9a9c704869530e9
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-26-img-1.txt,76,3db0835dd3c834218e26dc6efe5150ead49e3ab6ba0b1fba5e51bba3acc428eb
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-27-img-1.jpg,235248,d69b6b2c18807297c0f24a9f32bb0174c896a4670b9a892933bba99376652cf2
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-27-img-1.txt,76,d6eb0a04937e5b038b4aa0297c9e285745d72d6ebf0b6183a229fed26a352752
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-27-img-2.jpg,244879,a626cb56923b7fad30fb26ef3b2158cf6861acdd727d312439ccbb1536692096
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-27-img-2.txt,76,175f6723de4d007cfc0d578feead387a4a623d0b88046225072f97da2c4e8988
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-27-img-3.jpg,222088,e86f848b9549409bd41f4bc5975e30e7e3a64ca75b84879e0b5151bb8a733898
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-27-img-3.txt,76,3b3243801db9f16b195f127d4d6f18f2617722be90d30f70a281a4bb65e1434f
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-28-img-1.jpg,207215,66cfc796f0a5486b8afa97aa389ebe291010d7d722d1385cd1f1b36745e31fec
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-28-img-1.txt,38,d36bb94e8bde7f7c4d7842d0197481b7fff880df9122e3601c54993b941690d4
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-28-img-2.jpg,174176,0047e595287c2d875bdee175f12e242b45dd66449ced2c1586c38bda788fd37b
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-28-img-2.txt,38,a6a6a3302b92ac29ac7e491a403541c50ab9b1c0f0a7f1489f528ef245acdbd3
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-29-img-3.jpg,164620,6d0839d574cd65c1054fabc695ebd2c3303f5b6f8a120569d5df9f9992e861a3
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-29-img-3.txt,38,ceac92a211b8e92684781e7d395b16317f0a69df88d18c15289e7fcf5d077eb0
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-3-img-1.jpg,213931,a9f415be037a42f6d68437701d1e4d7c684fe71f378211ccabd0117c8a7d470a
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-3-img-1.txt,76,5cff7a20cf75e75e7ff2660725922979f76f7743795fde2e67aad21a3f7db058
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-3-img-2.jpg,207815,2d53f0e7821b549e62c191d62982a8c50d0470d5b8ba6ad9f8a28e03b7ab1663
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-3-img-2.txt,38,4b3b2a7265cc649496fde38f0717c1ce2f8d1786c7494412c7970f3b6137f10d
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-3-img-3.jpg,205554,82db8aeac5d515bbc23bd8ef7ad51b2ead1a34251513666424de9e6d5d083770
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-3-img-3.txt,38,e4020eb7071740ff4137727fa7dcf35535388d450ad18a7659ddfa8649aacf2e
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-31-img-1.jpg,218865,c874f891fac9d0fe89ccf87fb700f39b1eb224818cdfeb9d18f9fd64cc8ec84d
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-31-img-1.txt,76,f5c9b9add2961f261a552e14207260a23e515635a3be91bdbdb18e23da32da70
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-31-img-3.jpg,229367,c0a2d9e6177ad3797a88e17f0c6103740bc82a159f6fe288a1337c5b23c146ea
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-31-img-3.txt,76,546c02bb8fb218d15884ff78f8a723001e8e4c177f1ab264c105cd25aaa06d0d
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-32-img-1.jpg,179192,2c0d3663abc5611958c8cc5d704b5ea7caca1ebb0ad6bd078d97c4c5c9a1fc62
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-32-img-1.txt,76,4dce16d86a22ebde21600f62c057c4139084bdaff8af479a6ba18d0b7976f763
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-33-img-1.jpg,181277,7d292cc0b1d78f31ee2d5d5f682c772b11e0a5aebb5ca03d2899055da00151fc
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-33-img-1.txt,76,f8dc9231250a5c4766f1a83584b253401d6a068df7aa1558024d28db971bbfe0
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-34-img-1.jpg,186671,4291adb4e1dbbf8a57f3a82d823ec976acebdf619b0edf55a3feefb26513f219
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-34-img-1.txt,114,33acf06018d8a76a5ce941efa6837ac81c0d9deeba113721726f36d8c206729e
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-34-img-2.jpg,214469,917e1f2f8e943f0bde10a8bba585fa81f53a71f9b5fd5c2a790cad41c38bbd64
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-34-img-2.txt,38,5cc46068813cee2e55684fc8f350d2a934b5e7762d3f90f38ed99a8cb3b2b4e0
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-34-img-3.jpg,221198,62761d99fc3b0c22cf7f777e40a8de8ba8296b08d57f0a2c3182915131e6696f
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-34-img-3.txt,114,5b49a3dee4fbbaf0cc01aedca0ad6f4f054d44277c323e062f4a5d2f3e641b04
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-35-img-2.jpg,175399,d10f5425b6b96310106067e84baea891871cdd6949dc5b7b8ec16ecbaa597072
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-35-img-2.txt,76,d69e5f6651d5757d8d9c6c4720ffd938078f90583aab962c0b2a04e8dc651ea2
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-35-img-3.jpg,174666,fac61768ad6eb3019394dac3c64e369998e2ab795a16e0c711ce4bb8246d96d4
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-35-img-3.txt,76,9d68b846a1abff2324837148457548dd3e7bfda779948d15ceca3bead4f6dee5
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-36-img-3.jpg,134117,512e20a030b09b2b2319c94cb752d769b58d7455b002e0e2d34bb4dd9d7573b1
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-36-img-3.txt,38,9a44012adb39d03819643e7c989ab170ef342cfca7dad331bdd08074434b8636
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-37-img-1.jpg,176875,14e41c80f62f948b4fecd1f9c02d60b33e59c5f1567f42a6dd04444c1d1f2075
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-37-img-1.txt,114,90e0c9d94cf1aa693cf3ca85728c0eac0394c55daca53cf5095f307f8470b4f8
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-37-img-2.jpg,249286,4e66bdb322e7d85939fd7c93b429a14685bb34a92309d1bfa1ed049dbb995aa2
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-37-img-2.txt,114,160c1d591c89235a9067de988ab918a69c288f22b88dca084f159be7c993e579
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-38-img-1.jpg,227510,c1cc258b030dc2c116a0c6422e7c902f75c2d59f3ba88790c0c274da6c42b349
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-38-img-1.txt,152,4359322c462a1cd37b5c8d3a1692658ca0cf0fb35610f475dd5ebdc46fb2f605
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-38-img-2.jpg,249958,32bec1b1c6250b7506e93be7a750adf3bda215d686a13ab07d6782ff34050b04
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-38-img-2.txt,114,270fd0f1aaa946c2f140fcc329315b4ba533b68afcf814444676de0cb9d14f88
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-38-img-3.jpg,227959,ad167e3b02ae84fd4c140addba23c8406fa3b5b1319baaaae92953815ebcd0bd
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-38-img-3.txt,76,8863140622a4eab407f904110fc5f6610154ae533fca30e7de0128d681432d2c
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-39-img-1.jpg,218025,7a96007cbfb3afd5b51bad8f815fab0468be852825ba9d2163028c7c808331e9
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-39-img-1.txt,76,0dd571ea6d5ea35533814cc4cd5ce60d92edb6864addb1fd6804c05b74c8b738
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-39-img-2.jpg,217049,df1c99d87e5bbc3949e47d1ebb306992352b987f4bd2a6565ae9ab30657daa0c
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-39-img-2.txt,76,b94771e80d00a2394f4fd9c3fa1a61e8ceccd477cdd0d6a15394773fa409f661
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-39-img-3.jpg,287131,c4c4fa6e5d55f070bd7ff054dae0353f6b1f8f909bf1df44daa0b76fa4c1ce59
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-39-img-3.txt,114,687bdeec8808d65f4c0b85c94f2c74b63222f909696e6c23ce3dc339a240aae7
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-4-img-1.jpg,198810,9ab657ffffdee2ed53c0d4f82545ac6b9207dc99539ab8bda962abab89f0e179
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-4-img-1.txt,76,4509203194a08d62ba8f5a4c02d4d2c5cdec4156f4b70a85aabbba0f6048a2ed
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-4-img-2.jpg,214297,c6a64b9d9c96aee10a6974d69aae1d4d30fb77f30afb546a912699663ffc7604
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-4-img-2.txt,38,45b41d90933e1d18c5923d8e477a0540ae846df15660387fa77fdc12bb155039
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-4-img-3.jpg,253312,7b24fe69d1928ed5c1babbd21ffe8e650d86ee0ae19c794b131bb960c50cd10f
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-4-img-3.txt,38,7ed2ddc6bb40ad2159c798a14145a40f3b6b54b27ba0fe3c8f2ea4ab6dec64f4
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-40-img-1.jpg,255181,4f9aac664266b16a2619c0120ecc3aa65ca31c74517a2a55ccdc01b2ab4ffcf6
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-40-img-1.txt,190,525ea8f00050a1cc6b64860c89f852cff60993b4e744b0955d30d914d2a43983
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-41-img-2.jpg,232419,bc181aa50c8b4fdbf2a012a63b31b3a3fd6c75d165821ca11e1c6332efbb7620
train,label,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-41-img-2.txt,76,d61a57ba48560ea0f9ba804dfc163914f7684b97cc080f68e45d61149c16d8ae
train,image,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-41-img-3.jpg,233868,b31bd2fa1aed1dcde293b94e3707c57fec9d2167d104b8f7e5f8e05f98078252
