dataset_key,specimen_key,images,splits,shrimp_id,disease_from_name,mask_instances,co_infection_images,example_images
ewu,shrimp::360,3,train,360,Shrimp,7,0,Shrimp_360-1-_jpg.rf.cdba69c5f03b36eebe9df89e10177c84.jpg; Shrimp_360-2-_jpg.rf.0437072cf33cc905c8929e125de37e6b.jpg; Shrimp_360-3-_jpg.rf.92355e07973eada339f0227d69b2181a.jpg
ewu,shrimp::361,3,train,361,Shrimp,5,0,Shrimp_361-1-_jpg.rf.46c3fec44d41ca0cc33783214a221972.jpg; Shrimp_361-2-_jpg.rf.9997ad11177bdc6cfbe5f1092dd900de.jpg; Shrimp_361-3-_jpg.rf.b9bd36ef51891b4e82d65461f03325d0.jpg
ewu,shrimp::362,3,train,362,Shrimp,6,0,Shrimp_362-1-_jpg.rf.2625fc5834ff5ca6e974eb60886e9f44.jpg; Shrimp_362-2-_jpg.rf.4a576f00875385868786a68a625eff1a.jpg; Shrimp_362-3-_jpg.rf.71dae0d98c5e732b5a4c34e2eed322ca.jpg
ewu,shrimp::363,3,train,363,Shrimp,6,0,Shrimp_363-1-_jpg.rf.dd9841be768eba75616ca90f07fa4e31.jpg; Shrimp_363-2-_jpg.rf.4da2cf258eeca3bd0088c3861cc2b0bd.jpg; Shrimp_363-3-_jpg.rf.56ded09b5081eb1c933251704f5e2249.jpg
ewu,shrimp::364,3,train,364,Shrimp,10,0,Shrimp_364-1-_jpg.rf.7268dff6f6403475b72bd9f102ee01d0.jpg; Shrimp_364-2-_jpg.rf.d29c7218e4c5bfeca0364d61a40342f0.jpg; Shrimp_364-3-_jpg.rf.55e7c471e1edff3be491b7b705e7917b.jpg
ewu,shrimp::365,3,train,365,Shrimp,4,0,Shrimp_365-1-_jpg.rf.b44f18cb53422c8a665eddb934dd24e2.jpg; Shrimp_365-2-_jpg.rf.b4b5cb7d63f941319f62acaecd9d6d3a.jpg; Shrimp_365-3-_jpg.rf.e59170a5b6ad9008529370c35ed48549.jpg
ewu,shrimp::366,3,train,366,Shrimp,5,0,Shrimp_366-1-_jpg.rf.e926008695ff4e9d0a25562afa24a1e6.jpg; Shrimp_366-2-_jpg.rf.2a744d66cc7649929bd96e2c8ff6120d.jpg; Shrimp_366-3-_jpg.rf.132069d8f22c0bfb3b06a7b7a015e7ed.jpg
ewu,shrimp::367,3,train,367,Shrimp,7,0,Shrimp_367-1-_jpg.rf.a41c2182de3404c90322894c1331698e.jpg; Shrimp_367-2-_jpg.rf.2e7a6fae091e2e1447f1c8b0a0ffbd86.jpg; Shrimp_367-3-_jpg.rf.9b572181041a297e872c660c3c108922.jpg
ewu,shrimp::368,3,train,368,Shrimp,7,0,Shrimp_368-1-_jpg.rf.41bd116b6693fa03048c0b1c331b94da.jpg; Shrimp_368-2-_jpg.rf.e3a7f2bb6ed885720fa2076c88d9299a.jpg; Shrimp_368-3-_jpg.rf.6fd6f2201629d5c1a803ddbe0928031a.jpg
ewu,shrimp::369,3,train,369,Shrimp,10,0,Shrimp_369-1-_jpg.rf.377b1a3841f2bf47a721f3316025945d.jpg; Shrimp_369-2-_jpg.rf.55e80224e48c4017c6aa27e04a0f1d6c.jpg; Shrimp_369-3-_jpg.rf.0f8840c15fdddda84f58e0f3bc745481.jpg
ewu,shrimp::370,3,train,370,Shrimp,6,0,Shrimp_370-1-_jpg.rf.a0346ff1f1f51ee39793da4fd6cf3449.jpg; Shrimp_370-2-_jpg.rf.52a42c5d11cfcdf4a5ae235395834ffd.jpg; Shrimp_370-3-_jpg.rf.53a50d275ebee5115419260a4cc21ef1.jpg
ewu,shrimp::371,3,train,371,Shrimp,10,0,Shrimp_371-1-_jpg.rf.3949633059f8574388eabb133e12250f.jpg; Shrimp_371-2-_jpg.rf.a0785c30ad0cf3f61ebb0ccc6862d6a7.jpg; Shrimp_371-3-_jpg.rf.e0d6aef0dddd51ba81495cdb8bfc0951.jpg
ewu,shrimp::372,3,train,372,Shrimp,5,0,Shrimp_372-1-_jpg.rf.f1ae8d752e6bc4715b8d8883d7dd375f.jpg; Shrimp_372-2-_jpg.rf.cdf25fd6d11d3de1caceee11d8f45df4.jpg; Shrimp_372-3-_jpg.rf.2fd2c54bef83f2f20406bcf49ae37e2e.jpg
ewu,shrimp::374,3,train,374,Shrimp,9,0,Shrimp_374-1-_jpg.rf.cd9c2933baf768ca0f0ed6c218e65291.jpg; Shrimp_374-2-_jpg.rf.67f916b50ce62d7bcf201e459b0f06c2.jpg; Shrimp_374-3-_jpg.rf.c6a90ab00c8d42329a8f5d0ee435b972.jpg
ewu,shrimp::376,3,train,376,Shrimp,6,0,Shrimp_376-1-_jpg.rf.979a38712711c4ff89daf628b8aeb162.jpg; Shrimp_376-2-_jpg.rf.6b524b702cce01192705bca28a6110e0.jpg; Shrimp_376-3-_jpg.rf.fd54752e66cbc60e1d9d4d7e4053bcc8.jpg
ewu,shrimp::377,3,train,377,Shrimp,7,0,Shrimp_377-1-_jpg.rf.a86163f753c67ba193f3cf92a64cb752.jpg; Shrimp_377-2-_jpg.rf.913b984bcb444b683288eaee47b44872.jpg; Shrimp_377-3-_jpg.rf.636e1180ccd36a918e109be64fd222cb.jpg
ewu,shrimp::379,3,train,379,Shrimp,6,0,Shrimp_379-1-_jpg.rf.3a548241db6c92f8af4359c10a2d1ce6.jpg; Shrimp_379-2-_jpg.rf.bf22a79acfdd52bc14c390b938634466.jpg; Shrimp_379-3-_jpg.rf.da4b4fcf89f3b0d8738c3b21abb25ae9.jpg
ewu,shrimp::380,3,train,380,Shrimp,7,0,Shrimp_380-1-_jpg.rf.cf7d6d884d1cd5b81040179801f4442a.jpg; Shrimp_380-2-_jpg.rf.39a0662531de2cd0944f7d1f4417e737.jpg; Shrimp_380-3-_jpg.rf.a738615e3793a8b11dc019cf488dcedc.jpg
ewu,shrimp::381,3,train,381,Shrimp,6,0,Shrimp_381-1-_jpg.rf.f3b2998ade6d8fbbf3dc29acec90a8d4.jpg; Shrimp_381-2-_jpg.rf.43a605e23e3f2cbe06421cfe5e78a0e7.jpg; Shrimp_381-3-_jpg.rf.0fe3a1a8516ea2ec5d91fb5097ca2a08.jpg
ewu,shrimp::382,3,train,382,Shrimp,6,0,Shrimp_382-1-_jpg.rf.9cf7aafe2ac8e838374d3735a7b92539.jpg; Shrimp_382-2-_jpg.rf.6b466f3003fb3a4476130d528cca22d2.jpg; Shrimp_382-3-_jpg.rf.007a06dd33f2d1644e2412cd46bd745d.jpg
ewu,shrimp::383,3,train,383,Shrimp,5,0,Shrimp_383-1-_jpg.rf.6a4dedf41d4f97d6636923c50103e571.jpg; Shrimp_383-2-_jpg.rf.2eda638e7cfd29dbf7c366c2e870a073.jpg; Shrimp_383-3-_jpg.rf.859beb4ce143af3e7658a6341cf76138.jpg
ewu,shrimp::384,3,train,384,Shrimp,4,0,Shrimp_384-1-_jpg.rf.9ece5e2a382829736925db72def58dd1.jpg; Shrimp_384-2-_jpg.rf.fd8b29388c35b9fd8c4e774316c04e9c.jpg; Shrimp_384-3-_jpg.rf.0ed0682dd7b2b9051afbe8ad70fc79e3.jpg
ewu,shrimp::385,3,train,385,Shrimp,7,0,Shrimp_385-1-_jpg.rf.f81a8d684421f1136758ef519e66d2b2.jpg; Shrimp_385-2-_jpg.rf.6b65553fe2ab7b003225e6b5f5b995a8.jpg; Shrimp_385-3-_jpg.rf.68e47e9d0a9c8106cac6e8b2240c271f.jpg
ewu,shrimp::386,3,train,386,Shrimp,10,0,Shrimp_386-1-_jpg.rf.a51a6a4d2ec27aabf43f27ccdea5d49f.jpg; Shrimp_386-2-_jpg.rf.a2218fdd35cee1d050eed7a0d41b4330.jpg; Shrimp_386-3-_jpg.rf.719fbc6d5436fc794472cc6ab5ee8ca9.jpg
ewu,shrimp::387,3,train,387,Shrimp,6,0,Shrimp_387-1-_jpg.rf.112374351d824068e78633c5e59d59c9.jpg; Shrimp_387-2-_jpg.rf.0cab2b3bb12b308d5871b4ed8166c719.jpg; Shrimp_387-3-_jpg.rf.f2862ab987fd1a467b19b9c833789cb6.jpg
ewu,shrimp::388,3,train,388,Shrimp,3,0,Shrimp_388-1-_jpg.rf.b117334d2235ba864496efc73361e200.jpg; Shrimp_388-2-_jpg.rf.447dca6af875ab9a57a2e0f274f0e9aa.jpg; Shrimp_388-3-_jpg.rf.294f83242ed20138bc226e3934c82942.jpg
ewu,shrimp::389,3,train,389,Shrimp,8,0,Shrimp_389-1-_jpg.rf.c4f7966b39b741bc18f3ae209abe0c1b.jpg; Shrimp_389-2-_jpg.rf.67385b7122463b13cdbc8ab444d46ca7.jpg; Shrimp_389-3-_jpg.rf.c9140edd028afa47daa9dbd13f79c39b.jpg
ewu,shrimp::390,3,train,390,Shrimp,7,0,Shrimp_390-1-_jpg.rf.e0824f4c6a2bffef679bce981a7d00e4.jpg; Shrimp_390-2-_jpg.rf.30b7f1a41c83b53f32d328266e7595f1.jpg; Shrimp_390-3-_jpg.rf.312a2bf0c82d153bd8cddfb21e34166c.jpg
ewu,shrimp::392,3,train,392,Shrimp,7,0,Shrimp_392-1-_jpg.rf.42476a649689488f0d1018d0ca56b50f.jpg; Shrimp_392-2-_jpg.rf.06ad62b142765c51eac43466c9f91a51.jpg; Shrimp_392-3-_jpg.rf.ecad79cfd6beacae0d90665151275561.jpg
ewu,shrimp::393,3,train,393,Shrimp,4,0,Shrimp_393-1-_jpg.rf.a35e8f6ac32d48be125bf8632909c56d.jpg; Shrimp_393-2-_jpg.rf.6b8ae343b6f0a4a284b7b2862082edee.jpg; Shrimp_393-3-_jpg.rf.0639d7a352ab1e5e686e1920aa0c2606.jpg
ewu,shrimp::395,3,train,395,Shrimp,4,0,Shrimp_395-1-_jpg.rf.8c4791527467bacfd445906b09dfd7a6.jpg; Shrimp_395-2-_jpg.rf.22cf6653c78ba031e646c65e8fd594db.jpg; Shrimp_395-3-_jpg.rf.0939a83570f52801ed737e4d5ed0d8cb.jpg
ewu,shrimp::396,3,train,396,Shrimp,5,0,Shrimp_396-1-_jpg.rf.cd68c6b33905b83f97addd8f5768dad1.jpg; Shrimp_396-2-_jpg.rf.daa3baea0128caf298fe4387a7a91435.jpg; Shrimp_396-3-_jpg.rf.e460b53f10c776b42e17dbacae2b4926.jpg
ewu,shrimp::400,3,train,400,Shrimp,3,0,Shrimp_400-1-_jpg.rf.fd298c76b100eb71eba73c470069fb9f.jpg; Shrimp_400-2-_jpg.rf.762975b4c06095c45322c00024448b1a.jpg; Shrimp_400-3-_jpg.rf.87fd2391d2ec3a7941428fc58b87e477.jpg
ewu,shrimp::402,3,train,402,Shrimp,5,0,Shrimp_402-1-_jpg.rf.07fc3eaefec2dc4de6c1afea3adef645.jpg; Shrimp_402-2-_jpg.rf.e171066178118612ad6ad4a5265d21d4.jpg; Shrimp_402-3-_jpg.rf.45a4517eddb41bb46b3aa851db204001.jpg
ewu,shrimp::407,3,train,407,Shrimp,5,0,Shrimp_407-1-_jpg.rf.3bc247c37cd06e3356e9cd0db8ee2a30.jpg; Shrimp_407-2-_jpg.rf.58d63e7ce250bbac5c79a3894a85d0aa.jpg; Shrimp_407-3-_jpg.rf.2636c70ea724001e9c9faf7057a77060.jpg
ewu,shrimp::408,3,train,408,Shrimp,3,0,Shrimp_408-1-_jpg.rf.e44062acf4632b853976bf7464126d4d.jpg; Shrimp_408-2-_jpg.rf.d94688fb4197a01d1e9e762825b314fc.jpg; Shrimp_408-3-_jpg.rf.a25c2af23ab98a47d696f45f2746bdcc.jpg
ewu,shrimp::409,3,train,409,Shrimp,3,0,Shrimp_409-1-_jpg.rf.fe1ab96e8cca42f769ac203ad550975a.jpg; Shrimp_409-2-_jpg.rf.c76215f4f8c271eeb18006b63ba94670.jpg; Shrimp_409-3-_jpg.rf.48ccd8954a5742fb40a26319e2bf7a9d.jpg
ewu,shrimp::410,3,train,410,Shrimp,7,0,Shrimp_410-1-_jpg.rf.438eba04827c479f9b63db05e457220c.jpg; Shrimp_410-2-_jpg.rf.9a1ea2e75900fd31e277044c5e70fed7.jpg; Shrimp_410-3-_jpg.rf.bafb050bd59444dce9e4f2ea6ca98248.jpg
ewu,shrimp::411,3,train,411,Shrimp,7,0,Shrimp_411-1-_jpg.rf.3e395ed98fe827985dbdfd8515ee21e5.jpg; Shrimp_411-2-_jpg.rf.ec402ac925284852279db883ffb40b69.jpg; Shrimp_411-3-_jpg.rf.cd494cff7c41229fc31eef69314a267c.jpg
ewu,shrimp::412,3,train,412,Shrimp,7,0,Shrimp_412-1-_jpg.rf.2b8a6dc4d741f1d4ca1f0797bd1002bd.jpg; Shrimp_412-2-_jpg.rf.f0017b8520a34c96b19d4196f09dffdc.jpg; Shrimp_412-3-_jpg.rf.cf468ad869f4641544c672cb42d76ca5.jpg
ewu,shrimp::413,3,train,413,Shrimp,5,0,Shrimp_413-1-_jpg.rf.b0d22901682e62470c892edb16e5d729.jpg; Shrimp_413-2-_jpg.rf.885072097565d071821369cd1856ea1b.jpg; Shrimp_413-3-_jpg.rf.da86563c3f4f2e327c5f8c3c08bd65ea.jpg
ewu,shrimp::414,3,train,414,Shrimp,6,0,Shrimp_414-1-_jpg.rf.8ae52812c6b1cd13422eedf3647e8b35.jpg; Shrimp_414-2-_jpg.rf.3cc2a6e639ffb3cb9c65838b9b4d8609.jpg; Shrimp_414-3-_jpg.rf.c9faaf6f939c83b9f1027b8a85a515a9.jpg
ewu,shrimp::415,3,train,415,Shrimp,8,0,Shrimp_415-1-_jpg.rf.64b31bf60eb1a0492940e58cd9af899c.jpg; Shrimp_415-2-_jpg.rf.9ccb4d88890c51096774e15e9539160d.jpg; Shrimp_415-3-_jpg.rf.660cf7bc1c21aaf0db17996bd13adae2.jpg
ewu,shrimp::416,3,train,416,Shrimp,11,0,Shrimp_416-1-_jpg.rf.cdabdb98fa6ec7fcfbed93b3f2f547fa.jpg; Shrimp_416-2-_jpg.rf.fd067126fb581127c5dcc40cc650538a.jpg; Shrimp_416-3-_jpg.rf.9b355457fe35bfd361b4037028fc4f77.jpg
ewu,shrimp::419,3,train,419,Shrimp,12,0,Shrimp_419-1-_jpg.rf.8b627842ed475683b8bf3d44e052bb02.jpg; Shrimp_419-2-_jpg.rf.63ac524e478cc8d52085ffef4ab30891.jpg; Shrimp_419-3-_jpg.rf.754af13156fc3ace2e7ed9a9d83823f0.jpg
ewu,shrimp::420,3,train,420,Shrimp,4,0,Shrimp_420-1-_jpg.rf.786d097eae8181aa717fb3c385fc706b.jpg; Shrimp_420-2-_jpg.rf.2237831359d7c7a7f7debfc7561fd36a.jpg; Shrimp_420-3-_jpg.rf.096ebb290da79dc415c5624355accf4a.jpg
ewu,shrimp::421,3,train,421,Shrimp,7,0,Shrimp_421-1-_jpg.rf.83060b8925c3aa95b65e5ff9af72189b.jpg; Shrimp_421-2-_jpg.rf.992157647ce9e3eabc41042ceb19fa65.jpg; Shrimp_421-3-_jpg.rf.28320f3062276d7d9257aa493d3a5103.jpg
ewu,shrimp::422,3,train,422,Shrimp,4,0,Shrimp_422-1-_jpg.rf.3b80148ad335b7e89f3a3cd89a930a84.jpg; Shrimp_422-2-_jpg.rf.f4278842e5be88294bb1a0c2871a61e0.jpg; Shrimp_422-3-_jpg.rf.76deae99c66fd93a9bf0ca81c8a47aad.jpg
ewu,shrimp::423,3,train,423,Shrimp,4,0,Shrimp_423-1-_jpg.rf.a076936457322fe7bc59ba856b8d8595.jpg; Shrimp_423-2-_jpg.rf.e537018669391c0684b7c193690def18.jpg; Shrimp_423-3-_jpg.rf.ae163b3d915a6868548b4a0ec01ad193.jpg
ewu,shrimp::424,3,train,424,Shrimp,3,0,Shrimp_424-1-_jpg.rf.57662993133ac8a087aa39e4330d276b.jpg; Shrimp_424-2-_jpg.rf.e5756928d4f89ccc5804aadcf4f1d972.jpg; Shrimp_424-3-_jpg.rf.3332aaeed2f29fab0e82ef5f90858f68.jpg
