score,hash_hamming,color_l1,ewu_image,ewu_path,ewu_label_path,ewu_group,ewu_masks,ewu_classes,hand_image,hand_path,hand_label_path,hand_group,hand_masks,hand_classes
0.0,0,0.0,Shrimp_336-1-_jpg.rf.020eaa6634c859fd9643f552b63eaa67.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_336-1-_jpg.rf.020eaa6634c859fd9643f552b63eaa67.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_336-1-_jpg.rf.020eaa6634c859fd9643f552b63eaa67.txt,shrimp::336,2,whitespot,WSSV-19-img-1_jpg.rf.260c9a5ff9d86f35e6e2ea41607ded2c.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\images\WSSV-19-img-1_jpg.rf.260c9a5ff9d86f35e6e2ea41607ded2c.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\labels\WSSV-19-img-1_jpg.rf.260c9a5ff9d86f35e6e2ea41607ded2c.txt,wssv::19,1,WSSV
0.0,0,0.0,Shrimp_340-1-_jpg.rf.a0e4294dd93a6d91d9b6837ba7d50dc2.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_340-1-_jpg.rf.a0e4294dd93a6d91d9b6837ba7d50dc2.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_340-1-_jpg.rf.a0e4294dd93a6d91d9b6837ba7d50dc2.txt,shrimp::340,3,whitespot,WSSV-24-img-1_jpg.rf.d24fcd08e0e57c57c0a9526caad38460.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\images\WSSV-24-img-1_jpg.rf.d24fcd08e0e57c57c0a9526caad38460.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\labels\WSSV-24-img-1_jpg.rf.d24fcd08e0e57c57c0a9526caad38460.txt,wssv::24,1,WSSV
0.0,0,0.0,Shrimp_341-1-_jpg.rf.b23fdba420271370ebd085b842bc20f9.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_341-1-_jpg.rf.b23fdba420271370ebd085b842bc20f9.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_341-1-_jpg.rf.b23fdba420271370ebd085b842bc20f9.txt,shrimp::341,2,whitespot,WSSV-25-img-1_jpg.rf.a597ede6e84cf810a5b74922b6be2b6c.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\images\WSSV-25-img-1_jpg.rf.a597ede6e84cf810a5b74922b6be2b6c.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\labels\WSSV-25-img-1_jpg.rf.a597ede6e84cf810a5b74922b6be2b6c.txt,wssv::25,1,WSSV
0.0,0,0.0,Shrimp_343-1-_jpg.rf.17f7a89a573885ec94d582e4baa4312e.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_343-1-_jpg.rf.17f7a89a573885ec94d582e4baa4312e.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_343-1-_jpg.rf.17f7a89a573885ec94d582e4baa4312e.txt,shrimp::343,4,whitespot,WSSV-27-img-1_jpg.rf.8104a857d3303c7feb8e01f1b9ba44bf.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\images\WSSV-27-img-1_jpg.rf.8104a857d3303c7feb8e01f1b9ba44bf.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\labels\WSSV-27-img-1_jpg.rf.8104a857d3303c7feb8e01f1b9ba44bf.txt,wssv::27,1,WSSV
0.0,0,0.0,Shrimp_344-1-_jpg.rf.090531fc92cb394ee10fa23346ee7d0b.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_344-1-_jpg.rf.090531fc92cb394ee10fa23346ee7d0b.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_344-1-_jpg.rf.090531fc92cb394ee10fa23346ee7d0b.txt,shrimp::344,2,whitespot,WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\images\WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\labels\WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.txt,wssv::28,1,WSSV
0.0,0,0.0,Shrimp_345-1-_jpg.rf.bf9cd61926570b5b767da2a28f53333a.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_345-1-_jpg.rf.bf9cd61926570b5b767da2a28f53333a.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_345-1-_jpg.rf.bf9cd61926570b5b767da2a28f53333a.txt,shrimp::345,7,whitespot,WSSV-29-img-1_jpg.rf.74c936bf13aaacc7fbae258fcaeb6d4e.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\images\WSSV-29-img-1_jpg.rf.74c936bf13aaacc7fbae258fcaeb6d4e.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\labels\WSSV-29-img-1_jpg.rf.74c936bf13aaacc7fbae258fcaeb6d4e.txt,wssv::29,1,WSSV
0.0,0,0.0,Shrimp_347-1-_jpg.rf.4464934c378e5ec4bbcc2c44f853216c.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_347-1-_jpg.rf.4464934c378e5ec4bbcc2c44f853216c.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_347-1-_jpg.rf.4464934c378e5ec4bbcc2c44f853216c.txt,shrimp::347,2,whitespot,WSSV-31-img-1_jpg.rf.82eb63fcab98e2d44e1f3b40f4011706.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\images\WSSV-31-img-1_jpg.rf.82eb63fcab98e2d44e1f3b40f4011706.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\labels\WSSV-31-img-1_jpg.rf.82eb63fcab98e2d44e1f3b40f4011706.txt,wssv::31,1,WSSV
0.0,0,0.0,Shrimp_349-1-_jpg.rf.714079f99af3a60ef70236d2badf3be5.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_349-1-_jpg.rf.714079f99af3a60ef70236d2badf3be5.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_349-1-_jpg.rf.714079f99af3a60ef70236d2badf3be5.txt,shrimp::349,2,whitespot,WSSV-33-img-1_jpg.rf.5d9f0d160d3243a099c031f889be341a.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\images\WSSV-33-img-1_jpg.rf.5d9f0d160d3243a099c031f889be341a.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\labels\WSSV-33-img-1_jpg.rf.5d9f0d160d3243a099c031f889be341a.txt,wssv::33,1,WSSV
0.0,0,0.0,Shrimp_350-1-_jpg.rf.1634ab8911ba23ce58a4e539a358aba5.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_350-1-_jpg.rf.1634ab8911ba23ce58a4e539a358aba5.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_350-1-_jpg.rf.1634ab8911ba23ce58a4e539a358aba5.txt,shrimp::350,2,whitespot,WSSV-34-img-1_jpg.rf.4afab58a6c4587fcb5213b190838bc64.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\images\WSSV-34-img-1_jpg.rf.4afab58a6c4587fcb5213b190838bc64.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\labels\WSSV-34-img-1_jpg.rf.4afab58a6c4587fcb5213b190838bc64.txt,wssv::34,1,WSSV
0.0,0,0.0,Shrimp_351-1-_jpg.rf.570d60c7f86d1cd0b06130368faa59a6.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_351-1-_jpg.rf.570d60c7f86d1cd0b06130368faa59a6.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_351-1-_jpg.rf.570d60c7f86d1cd0b06130368faa59a6.txt,shrimp::351,3,whitespot,WSSV-35-img-1_jpg.rf.6805ff7d80db7e79dfcbdf18347beb82.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\images\WSSV-35-img-1_jpg.rf.6805ff7d80db7e79dfcbdf18347beb82.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\shrimpDisHandSegV2-1\train\labels\WSSV-35-img-1_jpg.rf.6805ff7d80db7e79dfcbdf18347beb82.txt,wssv::35,1,WSSV
