image,normalized_radial_frequency,original_power_db,w1_power_db,w1_minus_original_db
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.18359375,89.55118491059392,90.45439501187134,0.9032101012774234
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.19140625,89.35070389762888,90.25748443054658,0.9067805329177077
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.19921875,88.61441075904455,89.53765256850444,0.9232418094598955
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.20703125,88.36374313702414,89.26595490419783,0.9022117671736822
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.21484375,88.01790513992869,88.92601954159471,0.9081144016660261
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.22265625,87.34569578091082,88.25019890413701,0.904503123226192
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.23046875,86.80684143647902,87.71626561217155,0.9094241756925356
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.23828125,86.81076232036396,87.7253302759998,0.9145679556358317
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.24609375,86.5493161528029,87.45145372759552,0.9021375747926186
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.25390625,86.09606838192639,87.00436981898605,0.9083014370596629
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.26171875,85.71657747390135,86.6242537477394,0.9076762738380495
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.26953125,85.6379988764204,86.53660027228197,0.8986013958615757
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.27734375,85.32723363400493,86.22785928207124,0.9006256480663097
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.28515625,85.1571323098326,86.06146765538362,0.9043353455510186
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.29296875,84.80559910704307,85.70194243589249,0.8963433288494258
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.30078125,84.56219064878212,85.46339089586594,0.9012002470838212
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.30859375,84.44099432350944,85.34164976813719,0.9006554446277448
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.31640625,84.23450773256776,85.12776153907586,0.893253806508099
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.32421875,84.06474884885426,84.9654694628511,0.9007206139968389
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.33203125,83.73133657410158,84.62234984077682,0.8910132666752446
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.33984375,83.66209990513646,84.55490488152627,0.8928049763898116
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.34765625,83.29045483938215,84.18140512930506,0.8909502899229125
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.35546875,82.87915688176969,83.77053091458427,0.891374032814582
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.36328125,83.02660434463027,83.95544446775303,0.9288401231227539
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.37109375,82.39767093862577,83.28611850136575,0.8884475627399837
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.37890625,82.21118284669258,83.10023613233447,0.8890532856418929
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.38671875,81.93767234834574,82.83472560267799,0.8970532543322491
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.39453125,81.56569551184808,82.4568078619719,0.8911123501238194
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.40234375,81.33783475022186,82.23634643838481,0.8985116881629551
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.41015625,81.0749634670514,81.96885603528158,0.8938925682301715
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.41796875,80.86163086314457,81.75182714982043,0.8901962866758595
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.42578125,80.61971663244704,81.51182140529389,0.8921047728468494
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.43359375,80.43589199495383,81.32571142480445,0.8898194298506183
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.44140625,80.05510142199617,80.94449102399962,0.8893896020034475
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.44921875,80.0185166570519,80.90379567825204,0.8852790212001338
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.45703125,79.47553190355177,80.36219763360779,0.8866657300560234
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.46484375,79.30692146138844,80.2037885298506,0.8968670684621571
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.47265625,78.98080016584215,79.87986452451247,0.8990643586703158
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.48046875,78.90442436759965,79.79424678762274,0.8898224200230942
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.48828125,78.64191056640604,79.53972622563646,0.8978156592304174
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.49609375,78.21237824400322,79.10045500563508,0.888076761631865
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.50390625,77.88813900655389,78.78475146551588,0.8966124589619966
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.51171875,77.58137219522214,78.47797496381497,0.8966027685928282
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.51953125,77.22016127140706,78.13014127996345,0.9099800085563885
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.52734375,77.07855047952596,77.97547034010003,0.8969198605740729
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.53515625,76.76554686317776,77.67274928110487,0.9072024179271097
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.54296875,76.4452701503315,77.35077305490336,0.9055029045718612
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.55078125,76.09740273527039,77.0071935838573,0.9097908485869084
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.55859375,75.67773368954923,76.59118723268507,0.9134535431358444
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.56640625,75.29249309266763,76.2126296578277,0.9201365651600781
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.57421875,75.14246989259209,76.06236905922746,0.9198991666353749
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.58203125,74.69466632448149,75.61873740632875,0.9240710818472593
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.58984375,74.37413869967882,75.31156141872601,0.9374227190471913
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.59765625,74.13511460381469,75.07396382525292,0.9388492214382325
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.60546875,73.89692236786031,74.83386091439051,0.9369385465302003
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.61328125,73.53480910884112,74.50122744124305,0.9664183324019291
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.62109375,73.2815966833625,74.25066319454058,0.9690665111780845
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.62890625,72.93844541891478,73.89638658626997,0.9579411673551874
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.63671875,72.68198266260117,73.6724343723709,0.9904517097697294
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.64453125,72.3283755126647,73.29674234601059,0.9683668333458826
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.65234375,72.23566595679745,73.19718388826816,0.9615179314707092
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.66015625,72.10066272142708,73.06441455367049,0.9637518322434033
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.66796875,71.67539152347149,72.63840553024332,0.9630140067718287
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.67578125,71.40891919126028,72.38623105384701,0.9773118625867312
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.68359375,71.22967916466936,72.21258959590573,0.9829104312363626
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.69140625,70.91703809523368,71.88240038414318,0.9653622889095033
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.69921875,70.74593899107414,71.72550158889267,0.9795625978185285
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.70703125,70.43830984442717,71.42733354991239,0.9890237054852236
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.71484375,70.32796873691018,71.29415858730796,0.9661898503977824
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.72265625,70.06524742915381,71.0505371435362,0.9852897143823895
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.73046875,69.87527867361412,70.87176106273463,0.9964823891205157
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.73828125,69.68545286352199,70.6899941996924,1.0045413361704192
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.74609375,69.3990141332748,70.4333224974465,1.034308364171693
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.75390625,69.0240361247502,70.05789213781675,1.0338560130665542
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.76171875,68.95628869781244,69.98160913351154,1.0253204356991006
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.76953125,68.7577679626838,69.78892295026418,1.0311549875803792
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.77734375,68.41438468569747,69.45161269705955,1.0372280113620747
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.78515625,68.37188488585971,69.4108607295787,1.0389758437189869
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.79296875,68.03081247346168,69.09438882295727,1.063576349495591
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.80078125,67.86846928044177,68.96447563384596,1.0960063534041922
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.80859375,67.80756821837056,68.89638304358198,1.088814825211415
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.81640625,67.59625961576153,68.68952889478977,1.0932692790282488
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.82421875,67.42670114567883,68.53536781160058,1.1086666659217457
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.83203125,67.29383542846078,68.43259289814183,1.1387574696810532
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.83984375,67.22156923781438,68.35852973600237,1.1369604981879888
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.84765625,67.05626110446042,68.21135370403788,1.1550925995774577
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.85546875,66.92012810750006,68.09375824378411,1.1736301362840464
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.86328125,67.03976635499251,68.32553553329946,1.2857691783069498
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.87109375,66.75968693187296,67.96962041959596,1.2099334877229921
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.87890625,66.69118426820117,67.8795856472397,1.188401379038524
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.88671875,66.80199582451318,68.09214599597505,1.2901501714618604
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.89453125,66.44607448934698,67.66012166970337,1.2140471803563884
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.90234375,66.34337588268235,67.57635090688579,1.2329750242034407
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.91015625,66.2723488271906,67.4877021164033,1.2153532892127004
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.91796875,66.23741986754948,67.43465901906507,1.1972391515155891
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.92578125,66.03678031874293,67.25059555287673,1.2138152341338042
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.93359375,65.96797402114923,67.16497197987573,1.1969979587264987
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.94140625,65.98735724224505,67.20792828326344,1.2205710410183883
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.94921875,65.91519709550063,67.13238965854812,1.2171925630474902
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.95703125,65.75846266165934,66.96952718977452,1.2110645281151875
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.96484375,65.88817286181961,67.07573624893364,1.1875633871140252
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.97265625,65.7833902480324,66.97052536711544,1.1871351190830381
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.98046875,65.65963811735381,66.86057539411962,1.2009372767658135
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.98828125,65.59741759250562,66.81850405587285,1.2210864633672287
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.99609375,65.54617733324773,66.74376627630795,1.1975889430602251
