"rel_path","filename","class_dir","class_name","label","md5","split"
"1. Healthy/Healthy-127-img-1_nobg.png","Healthy-127-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-127-img-3_nobg.png","Healthy-127-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-128-img-1_nobg.png","Healthy-128-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-128-img-2_nobg.png","Healthy-128-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-128-img-3_nobg.png","Healthy-128-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-129-img-1_nobg.png","Healthy-129-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-129-img-2_nobg.png","Healthy-129-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-13-img-3_nobg.png","Healthy-13-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-130-img-2_nobg.png","Healthy-130-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-130-img-3_nobg.png","Healthy-130-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-131-img-3_nobg.png","Healthy-131-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-132-img-1_nobg.png","Healthy-132-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-132-img-2_nobg.png","Healthy-132-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-132-img-3_nobg.png","Healthy-132-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-133-img-1_nobg.png","Healthy-133-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-133-img-2_nobg.png","Healthy-133-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-133-img-3_nobg.png","Healthy-133-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-134-img-1_nobg.png","Healthy-134-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-134-img-2_nobg.png","Healthy-134-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-134-img-3_nobg.png","Healthy-134-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-135-img-1_nobg.png","Healthy-135-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-135-img-2_nobg.png","Healthy-135-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-135-img-3_nobg.png","Healthy-135-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-136-img-1_nobg.png","Healthy-136-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-136-img-3_nobg.png","Healthy-136-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-137-img-1_nobg.png","Healthy-137-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-137-img-2_nobg.png","Healthy-137-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-137-img-3_nobg.png","Healthy-137-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-138-img-1_nobg.png","Healthy-138-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-138-img-2_nobg.png","Healthy-138-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-139-img-1_nobg.png","Healthy-139-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-139-img-3_nobg.png","Healthy-139-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-14-img-1_nobg.png","Healthy-14-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-14-img-2_nobg.png","Healthy-14-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-140-img-2_nobg.png","Healthy-140-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-140-img-3_nobg.png","Healthy-140-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-141-img-2_nobg.png","Healthy-141-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-141-img-3_nobg.png","Healthy-141-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-142-img-1_nobg.png","Healthy-142-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-142-img-2_nobg.png","Healthy-142-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-142-img-3_nobg.png","Healthy-142-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-15-img-1_nobg.png","Healthy-15-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-15-img-2_nobg.png","Healthy-15-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-15-img-3_nobg.png","Healthy-15-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-16-img-1_nobg.png","Healthy-16-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-16-img-2_nobg.png","Healthy-16-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-17-img-1_nobg.png","Healthy-17-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-17-img-3_nobg.png","Healthy-17-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-18-img-1_nobg.png","Healthy-18-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-18-img-2_nobg.png","Healthy-18-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-18-img-3_nobg.png","Healthy-18-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-19-img-2_nobg.png","Healthy-19-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-19-img-3_nobg.png","Healthy-19-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-2-img-1_nobg.png","Healthy-2-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-20-img-2_nobg.png","Healthy-20-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-20-img-3_nobg.png","Healthy-20-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-21-img-1_nobg.png","Healthy-21-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-23-img-1_nobg.png","Healthy-23-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-24-img-1_nobg.png","Healthy-24-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-25-img-2_nobg.png","Healthy-25-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-26-img-1_nobg.png","Healthy-26-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-26-img-2_nobg.png","Healthy-26-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-27-img-2_nobg.png","Healthy-27-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-27-img-3_nobg.png","Healthy-27-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-28-img-1_nobg.png","Healthy-28-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-28-img-2_nobg.png","Healthy-28-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-28-img-3_nobg.png","Healthy-28-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-29-img-1_nobg.png","Healthy-29-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-29-img-2_nobg.png","Healthy-29-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-29-img-3_nobg.png","Healthy-29-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-3-img-1_nobg.png","Healthy-3-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-3-img-2_nobg.png","Healthy-3-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-3-img-3_nobg.png","Healthy-3-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-30-img-1_nobg.png","Healthy-30-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-32-img-3_nobg.png","Healthy-32-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-33-img-1_nobg.png","Healthy-33-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-33-img-2_nobg.png","Healthy-33-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-33-img-3_nobg.png","Healthy-33-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-34-img-1_nobg.png","Healthy-34-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-34-img-2_nobg.png","Healthy-34-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-34-img-3_nobg.png","Healthy-34-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-35-img-1_nobg.png","Healthy-35-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-36-img-1_nobg.png","Healthy-36-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-36-img-2_nobg.png","Healthy-36-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-36-img-3_nobg.png","Healthy-36-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-37-img-2_nobg.png","Healthy-37-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-38-img-1_nobg.png","Healthy-38-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-38-img-2_nobg.png","Healthy-38-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-38-img-3_nobg.png","Healthy-38-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-39-img-1_nobg.png","Healthy-39-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-40-img-2_nobg.png","Healthy-40-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-40-img-3_nobg.png","Healthy-40-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-41-img-1_nobg.png","Healthy-41-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-42-img-1_nobg.png","Healthy-42-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-42-img-2_nobg.png","Healthy-42-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-42-img-3_nobg.png","Healthy-42-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-43-img-1_nobg.png","Healthy-43-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-43-img-2_nobg.png","Healthy-43-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-44-img-1_nobg.png","Healthy-44-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-44-img-2_nobg.png","Healthy-44-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-44-img-3_nobg.png","Healthy-44-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-45-img-2_nobg.png","Healthy-45-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-45-img-3_nobg.png","Healthy-45-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-46-img-1_nobg.png","Healthy-46-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-46-img-2_nobg.png","Healthy-46-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-47-img-2_nobg.png","Healthy-47-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-47-img-3_nobg.png","Healthy-47-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-48-img-1_nobg.png","Healthy-48-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-48-img-2_nobg.png","Healthy-48-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-49-img-1_nobg.png","Healthy-49-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-49-img-3_nobg.png","Healthy-49-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-5-img-1_nobg.png","Healthy-5-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-5-img-2_nobg.png","Healthy-5-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-5-img-3_nobg.png","Healthy-5-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-50-img-1_nobg.png","Healthy-50-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-50-img-2_nobg.png","Healthy-50-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-50-img-3_nobg.png","Healthy-50-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-51-img-3_nobg.png","Healthy-51-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-52-img-1_nobg.png","Healthy-52-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-52-img-2_nobg.png","Healthy-52-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-53-img-2_nobg.png","Healthy-53-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-55-img-1_nobg.png","Healthy-55-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-55-img-2_nobg.png","Healthy-55-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-56-img-2_nobg.png","Healthy-56-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-56-img-3_nobg.png","Healthy-56-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-57-img-2_nobg.png","Healthy-57-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-58-img-2_nobg.png","Healthy-58-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-58-img-3_nobg.png","Healthy-58-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-59-img-2_nobg.png","Healthy-59-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-59-img-3_nobg.png","Healthy-59-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-6-img-2_nobg.png","Healthy-6-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-6-img-3_nobg.png","Healthy-6-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-60-img-2_nobg.png","Healthy-60-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-60-img-3_nobg.png","Healthy-60-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-61-img-1_nobg.png","Healthy-61-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-61-img-2_nobg.png","Healthy-61-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-61-img-3_nobg.png","Healthy-61-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-62-img-1_nobg.png","Healthy-62-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-62-img-2_nobg.png","Healthy-62-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-62-img-3_nobg.png","Healthy-62-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-63-img-2_nobg.png","Healthy-63-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-63-img-3_nobg.png","Healthy-63-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-64-img-1_nobg.png","Healthy-64-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-64-img-2_nobg.png","Healthy-64-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-65-img-1_nobg.png","Healthy-65-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-65-img-3_nobg.png","Healthy-65-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-66-img-1_nobg.png","Healthy-66-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-66-img-2_nobg.png","Healthy-66-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-66-img-3_nobg.png","Healthy-66-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-67-img-2_nobg.png","Healthy-67-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-67-img-3_nobg.png","Healthy-67-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-68-img-2_nobg.png","Healthy-68-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-69-img-1_nobg.png","Healthy-69-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-69-img-3_nobg.png","Healthy-69-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-7-img-3_nobg.png","Healthy-7-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-70-img-1_nobg.png","Healthy-70-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-70-img-2_nobg.png","Healthy-70-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-71-img-3_nobg.png","Healthy-71-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-72-img-1_nobg.png","Healthy-72-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-72-img-2_nobg.png","Healthy-72-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-73-img-1_nobg.png","Healthy-73-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-73-img-2_nobg.png","Healthy-73-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-73-img-3_nobg.png","Healthy-73-img-3_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-74-img-1_nobg.png","Healthy-74-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-74-img-2_nobg.png","Healthy-74-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-75-img-1_nobg.png","Healthy-75-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-75-img-2_nobg.png","Healthy-75-img-2_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-76-img-1_nobg.png","Healthy-76-img-1_nobg.png","1. Healthy","Healthy","0","","train"
"1. Healthy/Healthy-76-img-3_nobg.png","Healthy-76-img-3_nobg.png","1. Healthy","Healthy","0","","train"
