split,image,group_key,disease,shrimp_id,mask_instances,is_labeled,class_ids,has_bg_mask,has_wssv_mask,is_coinfection
train,BG-10-img-2_jpg.rf.de295b366b516406d9ba3e7c08f4badf.jpg,bg::10,bg,10,1,True,0,True,False,False
train,BG-10-img-3_jpg.rf.c95c068acee42317db9c77c919efbeb3.jpg,bg::10,bg,10,1,True,0,True,False,False
train,BG-11-img-3_jpg.rf.00c942067cb839215ad29304d315927c.jpg,bg::11,bg,11,1,True,0,True,False,False
train,BG-12-img-1_jpg.rf.708272e382248001db295859561f22e6.jpg,bg::12,bg,12,1,True,0,True,False,False
train,BG-12-img-2_jpg.rf.23d8c4232fa92d49b0c9b3852c3643e5.jpg,bg::12,bg,12,1,True,0,True,False,False
train,BG-12-img-3_jpg.rf.ac2e62d7b1663a60c0a6e63544fc484a.jpg,bg::12,bg,12,1,True,0,True,False,False
train,BG-13-img-1_jpg.rf.3fc4cd9a8e9e4a55a7c660629c2241c5.jpg,bg::13,bg,13,1,True,0,True,False,False
train,BG-13-img-3_jpg.rf.2e4066282af225bb2f84407953d0551f.jpg,bg::13,bg,13,1,True,0,True,False,False
train,BG-14-img-1_jpg.rf.87acd1fa4095080cb037b1d1fc30acc9.jpg,bg::14,bg,14,1,True,0,True,False,False
train,BG-15-img-1_jpg.rf.93ea80774fa1da70e0c0737c08ef0d83.jpg,bg::15,bg,15,1,True,0,True,False,False
train,BG-15-img-2_jpg.rf.d9390cd7a4b74c953f62cd3d7ac81e78.jpg,bg::15,bg,15,1,True,0,True,False,False
train,BG-16-img-1_jpg.rf.6bc750da94db34b6f1e9006feea843d1.jpg,bg::16,bg,16,1,True,0,True,False,False
train,BG-18-img-1_jpg.rf.b1483e0be25d68af23819e78a729649e.jpg,bg::18,bg,18,1,True,0,True,False,False
train,BG-19-img-2_jpg.rf.4fccba27e982f3e6e6a554306f2ec3ba.jpg,bg::19,bg,19,1,True,0,True,False,False
train,BG-2-img-2_jpg.rf.84e2717fba1e765f18323d2eee0895c9.jpg,bg::2,bg,2,1,True,0,True,False,False
train,BG-2-img-3_jpg.rf.53a00a0ada37cdb3cc6abd21e5bf21f5.jpg,bg::2,bg,2,1,True,0,True,False,False
train,BG-20-img-1_jpg.rf.c7f36e27667b4c372c4679274518a523.jpg,bg::20,bg,20,1,True,0,True,False,False
train,BG-20-img-2_jpg.rf.71ad1021d5fe4ff4dcc2f0cfbb5db1d1.jpg,bg::20,bg,20,1,True,0,True,False,False
train,BG-21-img-1_jpg.rf.9bfc050bcfb821988aa4b65da8264bbb.jpg,bg::21,bg,21,1,True,0,True,False,False
train,BG-21-img-2_jpg.rf.782a5eed29865423babedbe507fbad57.jpg,bg::21,bg,21,1,True,0,True,False,False
train,BG-21-img-3_jpg.rf.d36cc7e6d0e54f65c50d4fd36f874f00.jpg,bg::21,bg,21,1,True,0,True,False,False
train,BG-22-img-1_jpg.rf.9fe3062eac4d9aafb88d19ef3a08c978.jpg,bg::22,bg,22,1,True,0,True,False,False
train,BG-22-img-3_jpg.rf.e616464c5b9ecc5e951f55bc14c6a991.jpg,bg::22,bg,22,1,True,0,True,False,False
train,BG-23-img-1_jpg.rf.9b5996530f5d2841b028448c1d6d145e.jpg,bg::23,bg,23,1,True,0,True,False,False
train,BG-23-img-2_jpg.rf.f6035ea1d073f8138e53c1b9b2ce4b9a.jpg,bg::23,bg,23,1,True,0,True,False,False
train,BG-23-img-3_jpg.rf.ef114f1114b3c6d3d7fc933fa0c11573.jpg,bg::23,bg,23,1,True,0,True,False,False
train,BG-24-img-1_jpg.rf.0f2a130b3166f56731aad1b9541d5165.jpg,bg::24,bg,24,1,True,0,True,False,False
train,BG-24-img-2_jpg.rf.cc8679d32ad8ef27990895c4fe8cc3b9.jpg,bg::24,bg,24,1,True,0,True,False,False
train,BG-24-img-3_jpg.rf.7e2dde502262cd8acb25e8a87301b2f0.jpg,bg::24,bg,24,1,True,0,True,False,False
train,BG-25-img-1_jpg.rf.4eb4f46d8bd2c0a589167cf9455b51b0.jpg,bg::25,bg,25,1,True,0,True,False,False
train,BG-25-img-2_jpg.rf.d0cd8eab6ea2f1cc30811a9f018894c7.jpg,bg::25,bg,25,1,True,0,True,False,False
train,BG-25-img-3_jpg.rf.14eefcf98934b41b2aeb8d9ac85b9f01.jpg,bg::25,bg,25,1,True,0,True,False,False
train,BG-26-img-1_jpg.rf.e7d20ad4f21764ee56336ad611aeaea2.jpg,bg::26,bg,26,1,True,0,True,False,False
train,BG-27-img-1_jpg.rf.92cb1f6485f17281971997635227fdff.jpg,bg::27,bg,27,3,True,0,True,False,False
train,BG-27-img-2_jpg.rf.5fad044418ee2fe91c097fc4941e2b66.jpg,bg::27,bg,27,3,True,0,True,False,False
train,BG-27-img-3_jpg.rf.b880268858893f40fefa64764eb7d2c6.jpg,bg::27,bg,27,3,True,0,True,False,False
train,BG-28-img-1_jpg.rf.91096c879f72ff15fe217490ea3300a3.jpg,bg::28,bg,28,1,True,0,True,False,False
train,BG-28-img-2_jpg.rf.131ff4e2fc82d5782af707c7346f1838.jpg,bg::28,bg,28,1,True,0,True,False,False
train,BG-29-img-1_jpg.rf.4c7eee5317b6d1773e9b0254527097bd.jpg,bg::29,bg,29,1,True,0,True,False,False
train,BG-29-img-2_jpg.rf.42170cbc0d9610fa7dc8d238b164c6e6.jpg,bg::29,bg,29,1,True,0,True,False,False
train,BG-3-img-1_jpg.rf.64cc76e5fc36f391175fc4390b83c434.jpg,bg::3,bg,3,1,True,0,True,False,False
train,BG-3-img-2_jpg.rf.f220f24fc3031b1f936588d19bbea490.jpg,bg::3,bg,3,1,True,0,True,False,False
train,BG-30-img-1_jpg.rf.f09088577bacad89d22309abbd5d618d.jpg,bg::30,bg,30,1,True,0,True,False,False
train,BG-30-img-2_jpg.rf.0bb0106c9b8ae0a23bc9904a97999f72.jpg,bg::30,bg,30,1,True,0,True,False,False
train,BG-30-img-3_jpg.rf.0bc7166a194aef245764c9c6d2b83853.jpg,bg::30,bg,30,1,True,0,True,False,False
train,BG-31-img-1_jpg.rf.c749d23b5fa2972e576d82ac3d4b482d.jpg,bg::31,bg,31,1,True,0,True,False,False
train,BG-32-img-2_jpg.rf.04ae9e5437b891ecf33f34403c147536.jpg,bg::32,bg,32,1,True,0,True,False,False
train,BG-33-img-1_jpg.rf.6884775d4705a024f3a89ad9353ee936.jpg,bg::33,bg,33,1,True,0,True,False,False
train,BG-34-img-1_jpg.rf.59eaa5e342d3a64aebfd613971038687.jpg,bg::34,bg,34,1,True,0,True,False,False
train,BG-34-img-3_jpg.rf.3fb3aab4879f2d0fb5c99b5f86f96418.jpg,bg::34,bg,34,1,True,0,True,False,False
train,BG-35-img-1_jpg.rf.d6ca09f61ee2b428d7f89f7c677bcf84.jpg,bg::35,bg,35,1,True,0,True,False,False
train,BG-35-img-2_jpg.rf.dfb2563e5722c77e0dfb8d1f5466f69b.jpg,bg::35,bg,35,1,True,0,True,False,False
train,BG-36-img-2_jpg.rf.36e06cd36797a1d910374ee174e5341b.jpg,bg::36,bg,36,1,True,0,True,False,False
train,BG-37-img-1_jpg.rf.38369ed1ef3614e2611023da4c40dc5e.jpg,bg::37,bg,37,1,True,0,True,False,False
train,BG-37-img-2_jpg.rf.75a19b46fd446d0662d1ed604e91ecf1.jpg,bg::37,bg,37,1,True,0,True,False,False
train,BG-37-img-3_jpg.rf.bf8a9503a35caa02600cbc4adf1b58ef.jpg,bg::37,bg,37,1,True,0,True,False,False
train,BG-38-img-1_jpg.rf.ca3c8e67e272bc4dbf6c26be35a3ac97.jpg,bg::38,bg,38,1,True,0,True,False,False
train,BG-38-img-2_jpg.rf.c9dd3c73dd9f4dba91aad84353f99465.jpg,bg::38,bg,38,1,True,0,True,False,False
train,BG-38-img-3_jpg.rf.40a788423bad2692769e69162041a4de.jpg,bg::38,bg,38,1,True,0,True,False,False
train,BG-39-img-1_jpg.rf.bbd73f0d83cd8e8ec28febebe613b5f1.jpg,bg::39,bg,39,1,True,0,True,False,False
train,BG-39-img-3_jpg.rf.2623cc05e98a15fa03abbea3eb834214.jpg,bg::39,bg,39,1,True,0,True,False,False
train,BG-4-img-1_jpg.rf.3094de5d9dff9ff755f064def1161c6c.jpg,bg::4,bg,4,1,True,0,True,False,False
train,BG-4-img-2_jpg.rf.5db07e33e39e0ef2c26288f89ed4a6d3.jpg,bg::4,bg,4,1,True,0,True,False,False
train,BG-4-img-3_jpg.rf.46dfcaffd2b9908ed57437ba7c22af19.jpg,bg::4,bg,4,1,True,0,True,False,False
train,BG-40-img-1_jpg.rf.878512823ad930ec664e9614b89d783b.jpg,bg::40,bg,40,1,True,0,True,False,False
train,BG-40-img-2_jpg.rf.d0d4130a382469c90e523ec6afbe12a4.jpg,bg::40,bg,40,1,True,0,True,False,False
train,BG-41-img-2_jpg.rf.698ab1840c3193a59221e2eeb28f7b3c.jpg,bg::41,bg,41,1,True,0,True,False,False
train,BG-41-img-3_jpg.rf.3bbf8a3d7c36eb81647e2687e943606c.jpg,bg::41,bg,41,1,True,0,True,False,False
train,BG-42-img-1_jpg.rf.7313ebf745f4e300ba7e867f41bc74a5.jpg,bg::42,bg,42,1,True,0,True,False,False
train,BG-42-img-2_jpg.rf.e670408c57631d1902000cb22a1778dd.jpg,bg::42,bg,42,1,True,0,True,False,False
train,BG-43-img-1_jpg.rf.d532f298c94be628bf53405bf21e9efe.jpg,bg::43,bg,43,1,True,0,True,False,False
train,BG-43-img-2_jpg.rf.4b386467b795b31f3b5fe7728745af93.jpg,bg::43,bg,43,1,True,0,True,False,False
train,BG-44-img-1_jpg.rf.c4af678645af047817df972ba7dcc7d8.jpg,bg::44,bg,44,1,True,0,True,False,False
train,BG-44-img-2_jpg.rf.e6f5eaca938520e0a4d787266798b6d9.jpg,bg::44,bg,44,1,True,0,True,False,False
train,BG-44-img-3_jpg.rf.1ab9529191af5d1e4405ff70b8dec108.jpg,bg::44,bg,44,1,True,0,True,False,False
train,BG-45-img-1_jpg.rf.83fcca5fb799db8d40c51a36829f1d50.jpg,bg::45,bg,45,1,True,0,True,False,False
train,BG-45-img-2_jpg.rf.1baed072c797b73b2a6dd5deab1f0588.jpg,bg::45,bg,45,1,True,0,True,False,False
train,BG-45-img-3_jpg.rf.bc10025c7ace743c0d65f62af9fb6e52.jpg,bg::45,bg,45,1,True,0,True,False,False
train,BG-46-img-1_jpg.rf.80885eab4ba69a08336488592e2ad1f3.jpg,bg::46,bg,46,1,True,0,True,False,False
train,BG-46-img-2_jpg.rf.26f77ac80aafaa823637c72aa09c20b3.jpg,bg::46,bg,46,1,True,0,True,False,False
train,BG-47-img-1_jpg.rf.9a2c1b110bef246b286b045e71b3d90b.jpg,bg::47,bg,47,1,True,0,True,False,False
